conv_id,turn_id,role,word,speaker_id,duration_min
628,29,seller,Yeah so I have a couple of friends who are in real estate and so you know talking with them and um you know being in the area for several years I've seen um some of the homes nearby and so our asking price is 240,1,11.972
628,30,buyer,Uh,0,11.972
628,31,seller,um,1,11.972
628,32,buyer,huh,0,11.972
628,33,seller,you know with the opinions of others and you know the the comparative ble sort of homes in the area,1,11.972
628,34,buyer,Mhm Well I um I was a little concerned about the when it was built because I don't um no if the the pipes have been replaced at all because of a lot of cities really didn't,0,11.972
628,35,seller,Mhm,1,11.972
628,36,buyer,you know I'm afraid of lead put it that way and I really don't want to put in a whole water filtration system in the home So do you have any information about that,0,11.972
628,37,seller,I do not but I'm sure it'll be part of the assessment Um And if not I'm happy to to sort of throw that in uh,1,11.972
628,38,buyer,Right,0,11.972
628,39,seller,if you would like the water in the home tested prior to purchasing,1,11.972
628,40,buyer,Mhm Well um,0,11.972
628,41,seller,Oh,1,11.972
628,42,buyer,I noticed that um going through the walking through the house um it is a split level and um I wondered if the property and your neighbors and I haven't actually gone into any of their other houses or talk to your neighbors but um I'm a little bit concerned about possible flooding in the area Has that ever happened to you,0,11.972
628,43,seller,Oh no,1,11.972
628,44,buyer,Oh okay Okay,0,11.972
628,45,seller,Yeah Um I don't know I mean in my area itself but I don't think I've heard of that so maybe in the larger area of the city maybe but not not this not for me and my neighbors,1,11.972
628,46,buyer,Mhm,0,11.972
628,47,seller,Mhm,1,11.972
628,48,buyer,I was kind of curious as to why the homes around your house um don't have any um um solar panels,0,11.972
628,49,seller,mm That's a great question I think you know it's sort of a new thing in a personal choice at this point Um and I just I don't think any of my neighbors have really invested in that you know it's it's an expensive investment and it takes you know years to sort of have that return,1,11.972
628,50,buyer,Mhm Um,0,11.972
628,51,seller,Okay,1,11.972
628,52,buyer,and I,0,11.972
628,53,seller,Yeah,1,11.972
628,54,buyer,don't know I'm asking very specific questions because I do um I do travel a lot and I need to have really good um internet service So um what kind of um do you have Fiber optics cable satellite what do you have in your facilities and what is your throughput,0,11.972
628,55,seller,Um I don't have like fiber optics We just have sort of the I'm not actually 100 sure I use like Comcast I have had great Internet for years you know we're in a good city that has great coverage And so I've never had to sort of worry about that I'm not a really like computer persons I don't know the exact if that's something that you're very interested in and how exactly we get the internet in the area But I know I have Comcast and the neighbors murals have that and I've never had issues I have a router upstairs and router downstairs and that works well,1,11.972
628,56,buyer,Mm Okay Okay Um yeah because I I have a lot of um you know I need a lot of data transfers,0,11.972
628,57,seller,Yeah,1,11.972
628,58,buyer,in the work that I do I did a lot of analysis so um yeah that that might be something to consider Well is is are you really firm with that price that you have Um because there are you know without having you know um a building inspector like a building inspector come in and and kind of go through um do a walk through a thoroughly of all the different either the logistics like the electrical plumbing and you know different things like that Um How quickly do you want to sell,0,11.972
628,59,seller,Um So I've only been on the market for a month now Um So you know I'm I'm willing to wait a little bit I'm um yeah I do think like this this area is a great area um in a really nice area So I have a little bit of wiggle room um that I'm willing to make Um but not not like a ton I'm not really in that sort of desperate stage yet to sort of get this off my hands Um Where where do you see sort of your range,1,11.972
628,60,buyer,Well,0,11.972
628,61,seller,born,1,11.972
628,62,buyer,I think 240s,0,11.972
628,63,seller,It's,1,11.972
628,64,buyer,a,0,11.972
628,65,seller,very,1,11.972
628,66,buyer,little,0,11.972
628,67,seller,lonely,1,11.972
628,68,buyer,for me I would,0,11.972
628,69,seller,shot,1,11.972
628,70,buyer,say anywhere between,0,11.972
628,71,seller,Mhm,1,11.972
628,72,buyer,um,0,11.972
628,73,seller,Mhm,1,11.972
628,74,buyer,um I mean the I guess when the when the house was built a little bit of concern only only because um wood burning fireplaces and things like that there may be um you know a lot of um renovations that may need to take place Um For example and uh I would imagine that you haven't had the flu's cleaned and uh you know beautiful landscaping I mean it's a really beautiful place although like yourself I'm not in a real big hurry I'm looking at um something that that won't necessarily,0,11.972
628,75,seller,Yeah,1,11.972
628,76,buyer,require a lot of um renovations I guess what I'm saying because of the area there it's yes improvement finding finding great contractors is really a problem in the area and I know that I'll have to pay top dollar for that so um I'm thinking my range is anywhere between 215 and 2:30 um depending on what the building inspector find,0,11.972
628,77,seller,Mhm,1,11.972
628,78,buyer,Um How does that sound to you,0,11.972
628,79,seller,2 15 would be like I I could not do that Um Would you be willing to do like 2:33,1,11.972
628,80,buyer,Mhm,0,11.972
628,81,seller,That would be about 7000 off of what whatever asking and hopefully enough room for you or whatever um to make your home like you know the way you sort of wanted to be You know I've been happy and I haven't had issues but you know if there are certain things you want to add to the home,1,11.972
628,82,buyer,Um Well I said I mean if I,0,11.972
628,83,seller,Mhm,1,11.972
628,84,buyer,would have to do um you know changing all the plumbing lines um and then I guess the throughput would be a concern to me because then I'd have to put like satellite dish um and that's not really attractive Um um,0,11.972
628,85,seller,Sure,1,11.972
628,86,buyer,I would say at least well with plumbing you know how plumbing is is you don't have to change all the pipes within you know leading into the house and then not knowing the city's own infrastructure um uh initiatives about changing the piping That's I guess that's what's concerning me Um My alternative would be to bring in my own water and I'm not sure if I could even do that so um,0,11.972
628,87,seller,Yeah,1,11.972
628,88,buyer,Yeah,0,11.972
628,89,seller,I mean I I would say like no one in the area has had issues like that and I would say I think like if you're concerned about you know and internet and I think you'd have to do that with most homes I think most homes are not equipped for you know high data transfer Uh Most people are you know it's a family area so um using you know like five for a T V And you know sending emails Um I would be willing to do to 30 but I'm not willing to go any lower than that,1,11.972
628,90,buyer,Okay,0,11.972
628,91,seller,Mhm,1,11.972
628,92,buyer,All right,0,11.972
628,93,seller,Mhm,1,11.972
628,94,buyer,Um Yeah I I think that can I put a soft contract on that until 2 30 Um Yeah I mean we could shake on 2 30,0,11.972
637,0,seller,Yeah Yeah Yeah Mhm Yeah,1,4.972
637,1,buyer,Yeah,0,4.972
637,2,seller,Hi,1,4.972
637,3,buyer,you're married,0,4.972
637,4,seller,Yes Can you hear me,1,4.972
637,5,buyer,Yes,0,4.972
637,6,seller,okay awesome,1,4.972
637,7,buyer,You're really going,0,4.972
637,8,seller,Yeah Above recording,1,4.972
637,9,buyer,okay Perfect Well,0,4.972
637,10,seller,Yeah,1,4.972
637,11,buyer,great Um thanks,0,4.972
637,12,seller,Mhm,1,4.972
637,13,buyer,"so much for agreeing to meet with me today I your house is beautiful and I am prepared to make you an offer today Um up $220,000",0,4.972
637,14,seller,awesome I'm so glad that you love the house And um was uh considering your offer I think it's great I was wanting to know if you have any questions about it or um you know anything I could answer help you make your decision,1,4.972
637,15,buyer,Um No I mean I think it looks great It's I like the neighborhood it's in Um Just the the asking price was a little bit higher just relative to some of the other homes in the area based on on how big it is Um But I mean the house itself it's beautiful It's exactly what I'm looking for and I think it would be really great fit,0,4.972
637,16,seller,"Okay great Um Well to um Mhm just let you know I think um it's only been on the market for a couple of weeks so we're really hoping to um Sell at a higher price I'd be willing to come down from the asking price but not to to $2,220,000 Um we'd like to sell um closer to our asking price of Uh $240,000",1,4.972
637,17,buyer,Sure sure totally understand Um You know I know in today's market actually having it on the market,0,4.972
637,18,seller,Mhm,1,4.972
637,19,buyer,for a few weeks is it actually feels like it's been there for a long time so that surprises me Um No houses are going really fast Um I I can come up perhaps just a little bit I'd be willing to go to 225 if that would would work for you all,0,4.972
637,20,seller,Yeah Um I think thank you so much for being willing to negotiate Um we are really you know confident in our in our asking price of 240 even though it has been on the market this neighborhood is really amazing And one of the reasons um some houses may have gone for less It's just because people don't move out of this neighborhood very often So we're really hoping to um sell at 235 Do you think you could come up to that number,1,4.972
637,21,buyer,Uh some 35 is going to be pushing my budget Um you know and looking at some of the other selling prices I just in the neighborhood given given how big the house is I I don't think I can go any higher than,0,4.972
637,22,seller,Yeah,1,4.972
637,23,buyer,2 30 I just I think relative to the other homes,0,4.972
637,24,seller,wow,1,4.972
637,25,buyer,in the neighborhood more than 2:30 would be would be um,0,4.972
637,26,seller,Great,1,4.972
637,27,buyer,a lot Uh,0,4.972
637,28,seller,Yeah,1,4.972
637,29,buyer,But but totally understand um And I appreciate you you're willing to meet me meet me in the middle a little bit,0,4.972
637,30,seller,Um Yes so I know that to 35 might be a little bit more for the space but I'm not sure that those other homes that sold for more than that had all the recent amenities that we've included like the new decorations and the two fireplaces which is so nice,1,4.972
637,31,buyer,Yes,0,4.972
637,32,seller,Heading into summer Um and uh the outdoor spaces and the detached garage So what if we settled on 2:32,1,4.972
637,33,buyer,You know I'm what I'm looking at is is um prices for homes that have pretty similar characteristics So so that I guess I think the 2:30 is should be should be a fair offer given given that these houses you know ones that are Even a house that's bigger only went for 2:33 So I think to 30 is would would still be if we can make to 30 work Um That would be my preference,0,4.972
637,34,seller,All right well um you drive a hard bargain but I definitely see what you're saying with the comparable prices So I would be willing to Accept your offer for 230,1,4.972
638,0,buyer,Okay I just started,0,8.588
638,1,seller,Okay Sounds good,1,8.588
638,2,buyer,Okay Um So I am the buyer,0,8.588
638,3,seller,Mhm,1,8.588
638,4,buyer,um and I am looking for a house,0,8.588
638,5,seller,Yeah,1,8.588
638,6,buyer,um and I have toward this house that you're selling Um And I'm interested in potentially buying this house,0,8.588
638,7,seller,Mhm Sounds good,1,8.588
638,8,buyer,Uh huh Mhm Um Yeah so I guess I'm just curious is there anything that you would like to share with me about this house Because I've seen it now but would love to just get to know it more from the cellar,0,8.588
638,9,seller,Yeah So basically this is one of the houses that I own,1,8.588
638,10,buyer,Mhm,0,8.588
638,11,seller,and I really like this house Um I um I have some details about um either like the inside or the outside um um energies including like the furnitures or like um I believe that the insect is also very newly decorated and all the furnitures are um like really purchase it Um So you want more details on that or um do you want us to like maybe start like the price negotiation part,1,8.588
638,12,buyer,I'm actually a little curious about that So you mentioned that the house is furnished but I wasn't actually expecting to purchase the house furnished because I have my own furniture,0,8.588
638,13,seller,Okay I see Um So basically for the inside um we have all the basic stuff Um So we have two fireplaces um a master bedroom with an entire wall of closet plus a master bath So um for the furniture part um I guess I'm more referring to like the um and our declaration and I like the um the more essential stuff but not like so far or like tv like that,1,8.588
638,14,buyer,Let me see,0,8.588
638,15,seller,Mhm,1,8.588
638,16,buyer,Okay,0,8.588
638,17,seller,Um And then for the kitchen we have a really large eat in kitchen with,1,8.588
638,18,buyer,Right,0,8.588
638,19,seller,all the essential appliances Um If that's yeah,1,8.588
638,20,buyer,Got,0,8.588
638,21,seller,and,1,8.588
638,22,buyer,it,0,8.588
638,23,seller,then for the outside we have a fenced backyard and um mortuary trees Um We also have a detached garage which can hold 2 2.5 cars [PERSON] and um a lot of restaurant and transportation are just within the working distance Um And it's also very close to um like the parks,1,8.588
638,24,buyer,Okay Cool So it kind of sounds like a nice suburb to live in Um And you know I walked around the area and I generally like the area I think it would be like a good place for a family to live,0,8.588
638,25,seller,Mhm,1,8.588
638,26,buyer,Um My is my only or one of my concerns is that I know you said that the inside of the house is newly renovated but the,0,8.588
638,27,seller,Mhm,1,8.588
638,28,buyer,outside is still like pretty old and I feel like the foundation of the house is a little old So I'm just wondering like do you have any like do you know if that has been upgraded or is that more work that I'll have to put into the house later on,0,8.588
638,29,seller,Um I know that we saw for the inside we just have a um newly finished hardwood floors So we did the inside basically everything new um for the outside um for within the house um We have like um we take care of our um like the backyard very carefully but for like the neighborhood because we don't really have like a control over that Um,1,8.588
638,30,buyer,Mm,0,8.588
638,31,seller,So yeah the house was like a little bit old when it was built I think it was probably a couple of decades ago Um,1,8.588
638,32,buyer,Mhm,0,8.588
638,33,seller,But for everything inside of the house I promise to take nearly it's all nearly done Um Right,1,8.588
638,34,buyer,Okay Yeah that sounds good Um Yeah I think to be fully transparent with you my like what I'm willing to pay is like around 200K I'm also just like generally looking around the area like your house is nice and I do like it but I'm also looking at a few other houses and they actually seem to be around that price So I'm curious like what you're looking for for the house,0,8.588
638,35,seller,"Okay Um let me see 1/2 Um So I also know a couple of um um like neighboring houses and their respective price Um I think um what I am willing to maybe start over negotiation it's a price that's around Um So my most ideal price or like the initial listing price it's somewhere around 2 250,000 Um But I do know that um compared to like the other um houses around um it's a little bit higher listing price",1,8.588
638,36,buyer,Mhm,0,8.588
638,37,seller,Um um So I have the price for a couple more um like neighboring homes and I think those are raising the range of like Um to 40 or 2 35 something like that So I think um do you think 2 40 Um It's something that you will be willing to take,1,8.588
638,38,buyer,So my concern is that well 1st 50:40:00 is actually out of my range but looking because I also have I think we have the same,0,8.588
638,39,seller,Yeah,1,8.588
638,40,buyer,"process um for the other houses And I believe this house is let's see this house is 18 46 square feet But I'm seeing a house here that is actually slightly larger than this house that sold for around 2 33,000",0,8.588
638,41,seller,Mhm,1,8.588
638,42,buyer,And,0,8.588
638,43,seller,Mhm,1,8.588
638,44,buyer,that was like 37 square feet more,0,8.588
638,45,seller,Yeah,1,8.588
638,46,buyer,Well I feel like to 40 is a little high especially just I guess given my willingness to pay because this house like for me is it's more of an investment I guess And so I'm actually also looking at other options,0,8.588
638,47,seller,Okay,1,8.588
638,48,buyer,so I don't have to buy the songs It's like it's not a house that I plan to like actually living,0,8.588
638,49,seller,Yeah I think that makes sense Um So another thing is that so I also have um the information about that house and I think they do have a listing price that's like 2 33 ish Um with a little bit more square feet Um But I think regarding like uh like buying a house like the square feet it's not kind of like not the solo um standard for um like this deciding other price just because um we also have a better location and um we have so the the inner declaration we spend tons of money on that Um So I guess um I'm willing to maybe um lower the price for a bit too like um I think it if you have like anything that's kind of like below 2 30 then it's like I'd rather not to sell the house,1,8.588
638,50,buyer,Mhm,0,8.588
638,51,seller,um From my perspective So um I'm willing to like um kind of see if we can go anywhere from there like um to start digi something um Maybe 22 32 33 or 2 32 something like that Do you think that's possible,1,8.588
638,52,buyer,Um that is slightly on the that's like definitely on the high end of my spectrum but if it's 2:30 I would be willing to buy it,0,8.588
638,53,seller,Um 2 30,1,8.588
638,54,buyer,Mhm,0,8.588
638,55,seller,Uh Yeah I think that works,1,8.588
644,0,buyer,Hi how are you,0,7.8
644,1,seller,then hurry up,1,7.8
644,2,buyer,I'm good How would you,0,7.8
644,3,seller,doing,1,7.8
644,4,buyer,Yeah,0,7.8
644,5,seller,pretty well Mhm,1,7.8
644,6,buyer,all you're selling this house,0,7.8
644,7,seller,I am selling this house I,1,7.8
644,8,buyer,Okay,0,7.8
644,9,seller,I really do love it but I think it's just time to sell it you know,1,7.8
644,10,buyer,"Yeah I've looked around It seems to be the kind of property you're looking for based on what other people are selling around this place I'll be willing to go for something like 223,000 Just looking at the listing number 89 oh 6898 Similar to this Uh I think will be reasonable That one has 100 square feet less and costs about 10,000 less",0,7.8
644,11,seller,"Um yeah I think we're a little bit far off I'd say we definitely do have a lot more square feet which really matters And also not sure when that house was built but this house being built in 1947 and recently redone um definitely looking to sell it for much higher I would say I would start My asking price probably more so around 2:45,000",1,7.8
644,12,buyer,ST 2 45,0,7.8
644,13,seller,Yes,1,7.8
644,14,buyer,"So this is strange You're you're often listed it as 20 240,000 and nothing more Uh",0,7.8
644,15,seller,Well I wouldn't say not I wouldn't say nothing more but,1,7.8
644,16,buyer,"Yeah nothing Well no this is this is definitely too too high for me I I couldn't go for that much If if I had If it were an option for me to spend this much money on a house I would buy the 30 probably listed there The one that has 1920 sq ft and would cost six Custom is about $6,000 less",0,7.8
644,17,seller,yeah I mean I'm willing to negotiate obviously but um I think your original offer is too low I mean I think those other houses listed don't really have the features and um everything the other amenities that my house has as compared to those other houses,1,7.8
644,18,buyer,"I'm sure I understand However based on what I'm seeing here I don't believe the price above 230,000 some at least in that range would be reasonable for this property It's just there are two houses that are bigger than this and are in the prices I'm describing",0,7.8
644,19,seller,"Yeah No I completely understand what you're saying I would say in terms of bigger I think um my house really is able to utilize the space that we have It's very um an open layout you know everything's newly updated and redone and location is really pretty unbeatable Um would definitely be willing to discuss more like a 238,000 range if you would want to discuss that But I really think my house has things that these other houses don't offer",1,7.8
644,20,buyer,Mm Yes That's that's that sounds better However looking at it it says built in 1947 and somewhat worried about having to put in some extra costs in the case we know might discover something that lead paint over there This is a serious issue with all their houses,0,7.8
644,21,seller,Yeah I totally hear you I think we've been pretty I've been pretty on it and watching for things that can happy redone A lot of our stuff is recently um redone recently redecorated I know I keep up the house really well with the landscaping and everything so I don't think you should expect to have to make those changes but I completely understand I also think that these other houses listed two are also on the older side if not older than this house Um So that's something to keep in mind to do as well,1,7.8
644,22,buyer,Mm Mm hmm Yeah But based on what I'm seeing in these houses I really hesitant to to offer any more than the price of the second house The one assisted at 233,0,7.8
644,23,seller,Um Yeah I know you mentioned before you said 2 35 but um,1,7.8
644,24,buyer,I don't I don't think I mentioned to 35 No,0,7.8
644,25,seller,um joke I either line but but yeah I really think that my house has a lot more going for it than these other houses do I really kept it up while it's a really great place to live Um and in terms of the feet the feet between the second house listed and my house pretty comfortable You're not really going to see much of a difference between 30 around 30 to 30 ft difference But Um I think that I really recently updated stuff all the insides newly redecorated The outside is up the bricks entirely updated on the front so it's gonna look like a newer house is starting to show its age being built in 1947 And I've really kept up with the landscaping and it's really um has a lot of space We have four bedrooms 2.5 baths a rack room split level I'm sure do you remember from seeing it But it's definitely different from all the other houses in the area and provides a lot of different amenities than the other houses do,1,7.8
644,26,buyer,"Mm hmm You didn't mention 235,000 Are you willing to go for that price",0,7.8
644,27,seller,Yes but I don't think I would go much lower at all I would I would be willing to settle to 35,1,7.8
644,28,buyer,Just 35 5 cents Pretty good Although I've I am I really don't feel great about choosing this house above the second property I talked them into and I even though I really like the property that you're booking for sale I I'm not strongly preferred over that one And I mhm I think that there are just these small differences in a more stable price and slightly more room that at this moment unless you're willing to decrease the price you're going for make that often more attractive,0,7.8
644,29,seller,Um well I already kinda went down I told you my my real prices when it was 2:45 Um I really think that my house is quite a lot of differences from that second house list of like I mentioned before um as someone who lives in a similar area and I've seen that house I know my house definitely provides a lot of things that this house doesn't So I think that I know What my house's value is so I really wouldn't want to go much lower than 2:35,1,7.8
644,30,buyer,Yeah I'm not asking you to go much lower than 2:35 am Which I just see if 2 33 years fine by you,0,7.8
644,31,seller,Um I would settle on 2:34 but I'm not going lower than that,1,7.8
644,32,buyer,2 34 Is that your final,0,7.8
644,33,seller,Yes Fast,1,7.8
644,34,buyer,Uh huh,0,7.8
644,35,seller,and title,1,7.8
644,36,buyer,2 34 Yes I think four is good by me,0,7.8
659,0,seller,Thank,1,4.05
659,1,buyer,Recording,0,4.05
659,2,seller,you Yeah,1,4.05
659,3,buyer,Thank you Fine So I'm a buyer Um I I saw the house your listing Uh I really like it,0,4.05
659,4,seller,Yeah I,1,4.05
659,5,buyer,But,0,4.05
659,6,seller,think compared to the other ones in this area it's a lot better and I'd like it's a super nice area as well,1,4.05
659,7,buyer,yeah this area is nice I've been looking into the listings of similar houses and comparing the offers and and stuff and I I'm gonna I'm gonna tight budget so I I'm not sure how far I can go but my starting offer would be uh I would say to 15 Is that too little for you,0,4.05
659,8,seller,Uh Did you say to 15 or 2 50 Two 50,1,4.05
659,9,buyer,250 That's my starting off We can negotiate from there,0,4.05
659,10,seller,Okay I mean I think that's I think that's actually fairly reasonable like I didn't expect can,1,4.05
659,11,buyer,2 50 No 1515.5,0,4.05
659,12,seller,oh once wait I'm sorry can you put the number in the chat,1,4.05
659,13,buyer,Yeah it's 2 15 So it's 215 Yeah,0,4.05
659,14,seller,Okay See I was overly optimistic I was like 250,1,4.05
659,15,buyer,Not,0,4.05
659,16,seller,I didn't think,1,4.05
659,17,buyer,that,0,4.05
659,18,seller,that's,1,4.05
659,19,buyer,rich,0,4.05
659,20,seller,how negotiate anymore Um Yeah I definitely wouldn't be able to do that Like in appendix 21 that's considerably smaller The 17 100 square foot one is going for more than that Um,1,4.05
659,21,buyer,No it's actually the selling price for the 17 ft one is 2 13 Uh That that is the price they're selling it for So that's actually lower than that That's the reason why I thought that Okay I can I can offer a bit more than that actually I what do you what do you think of 2 to 18,0,4.05
659,22,seller,Yeah see I would be thinking more in the lines of like 2 30 compared because if you look at our square footage of the comparable plate ones that lists it's closer to the 1800 square feet Than the,1,4.05
659,23,buyer,Mhm,0,4.05
659,24,seller,1700,1,4.05
659,25,buyer,Yeah,0,4.05
659,26,seller,square foot value,1,4.05
659,27,buyer,it is a bit smaller than the one It is a bit smaller than the one that's 18 75 square feet And that one is already around 2 30 So,0,4.05
659,28,seller,Okay,1,4.05
659,29,buyer,I would I I think that actually that's a bit much to us Do you would you be fine with 2 24,0,4.05
659,30,seller,Yeah like I wouldn't be able to do that and I don't quite understand your comparison because trying to compare it to the 17 1 like,1,4.05
659,31,buyer,No,0,4.05
659,32,seller,the,1,4.05
659,33,buyer,I'm,0,4.05
659,34,seller,seventh,1,4.05
659,35,buyer,looking at the I'm looking at the oh sorry yeah I'm looking at the 1875 Okay Well that your logic makes sense Sorry I was I was I was mixing the square feet for the 1st and 2nd 1 Well I think given that your house is slightly smaller than the one that I've been looking at Uh I think 22 30 maybe a bit too high What do you think about 2:28,0,4.05
659,36,seller,I think for me that's moving in the right direction Um I really think to 30 is quite fair Um I'm not sure if like where this hypothetical location is but this is insanely cheap for like purchasing a home because,1,4.05
659,37,buyer,I know,0,4.05
659,38,seller,I was,1,4.05
659,39,buyer,I've been comparing it to to to to the houses around right And trying to see the size Yeah the price wise I think it is uh it is a great house and the price is not insane but I'm just trying to budget and I unfortunately don't have too much money to spend but I think your offer is fair I think to uh 30 is quite fair Uh So I think we can settle on that,0,4.05
66,0,seller,Hey,1,2.634
66,1,buyer,"Hi Um so I'd like to buy the house for 220,000 I",0,2.634
66,2,seller,feel like that is a very low offer for what this house is,1,2.634
66,3,buyer,Mhm Yeah I definitely saw some other houses in the area that you know we're priced similarly Obviously I'm really interested in this house but um I think it's a little bit overpriced like I have some flexibility but I want to stay as close to that number as possible,0,2.634
66,4,seller,"I hear what you're saying Um But that is a full $20,000 less than my asking price Um I would love if you could meet me closer to the middle In the $230,000 range",1,2.634
66,5,buyer,Yeah I mean I can definitely go up a little Um Do you think that like closer to two You know 25 or you know to 26 would be possible I feel like,0,2.634
66,6,seller,you know this is a great house Um 2 28 sounds a little more fair to me it's still significantly lower than some of these other houses in this area which are in my opinion not quite as nice as my house Uh So I think to 28 sounds like a good deal for what I'm offering,1,2.634
66,7,buyer,Yeah Mm Um Would you go to like 2 27 50 Meet me in the middle,0,2.634
66,8,seller,I could No I I really think to 28 is the lowest I can go on this We have four whole bedrooms a rec room It is a beautiful 1800 square feet hardwood floors multiple fireplaces Um,1,2.634
66,9,buyer,Alright 2 28 It is,0,2.634
663,0,buyer,All right Um I'm the buyer So I guess I'm the one who has to start Right,0,10.07
663,1,seller,Yes Go for it Nice to meet you buyer,1,10.07
663,2,buyer,Nice to meet you seller,0,10.07
663,3,seller,Yeah,1,10.07
663,4,buyer,Um Yeah so basically I'm interested in this house that you have for sale However I also have been negotiating with I don't know if you have access to appendix two but there's a neighboring house that's quite similar that I've been talking to a cellar with and um I prefer your house but I prefer the other selling price which is significantly lower Um And so I would like to talk to you about um negotiating this price down a little bit,0,10.07
663,5,seller,absolutely So um I'm so glad you're looking in our neighborhood It's wonderful I think you're gonna enjoy it just as much as my family And I have so I'm glad you're glad you're shopping around and that you're interested in this in the home So as you know um there's some really wonderful wonderful amenities in this home So I'm glad it's caught your eye Um what what is the offer that you have Yeah,1,10.07
663,6,buyer,Yeah so I have um You do have Appendix two Right,0,10.07
663,7,seller,Yes,1,10.07
663,8,buyer,Great I'm glad So listing number (890 689 8 um Is the selling price is 2 13 300 Um And that is that is what I'm in negotiation with with the seller of that home It is of course smaller square footage which is why I do prefer your house But if you look at this appendix the price you're asking for is not quite reasonable for the square footage that you actually are offering And so I would propose lowering it a bit to match what's really in your neighborhood more accurately,0,10.07
663,9,seller,Got it And what is the number that you have in mind,1,10.07
663,10,buyer,"Well I think because the 7 15 square footage for the selling price 213,000 is really what I'm considering right now and then your square footage is a bit larger I would first propose I'd say I think around 215,000 would be fair",0,10.07
663,11,seller,Got it Well thank you so much for providing an offer I I understand the discrepancy in the price where but I'd like to call your attention of course to the fact that we're not just talking about square feet There's really so many other amenities that have comprised this asking price as well of course is um that the market is just continuing to go up And so while um you know we're looking at most recent selling prices from other comparable homes in the neighborhood to to reach this asking price And so um I know there's options on the market for a little closer to that figure you're describing but um it's a you know my my family's perspective that the home is In a class of its own And so we're really not looking at that to 13 as a basis of comparison based off the larger square footage So you'll note from the the other homes listed here that um for example this this middle listing there um suggests that as we creep into the into the 1800 square feet we're really looking at a higher a higher selling point So I wouldn't really feel comfortable using that to 13 number as a baseline given that the square footage um is on on the higher side of what's on the market there Um and so that's why We're going with the asking price of 2:40 It's the square footage and also the newer amenities And our hope is that you know save save you the expense of having to do a renovation um when you purchase we really wanted to be to be turnkey for the new buyer,1,10.07
663,12,buyer,"Yeah I totally understand that That's why I was pitching 216 215 216,000 range because obviously it is a bigger square footage Um and also I I do have to point out that the other houses in the neighborhood really do have quite similar characteristics And um There are $240,000 asking price is Almost $15,000 higher than another another home on in this appendix that is a higher square footage than you're offering So it is quite honestly I don't see where that number is coming from Um I don't understand how you've gotten at 240,000 and I just wonder if you'd be able to lower it just a little bit because I do prefer your home Um but I do have other options",0,10.07
663,13,seller,Yeah I understand Um I do I mean I think our our understanding of what just a little bit is is quite quite different um right now with the but you know the differential between 2 13 and 2 15 is really just a couple more dollars per square feet Um and it's just not not in the ballpark Um I think it's just really A different a different ball game at that point And so um we're really not looking to consider anything under about 235 is probably the lowest I could go Yeah,1,10.07
663,14,buyer,"I hear that I do wonder though if we look at listing 89,047-5 That is selling much lower than um 235,000 And it's a larger home and it has all of the same amenities and things like that",0,10.07
