outcome,feature,n,pearson_r,pearson_p,spearman_r,spearman_p,abs_pearson_r,dataset
outcome_binary,optimism_max,48,-0.0095,0.9491,-0.0105,0.9433,0.0095,dealerships
outcome_binary,anger_late_minus_early,48,-0.0081,0.9562,-0.0617,0.6769,0.0081,dealerships
outcome_binary,pride_last,48,0.0062,0.9666,-0.2032,0.166,0.0062,dealerships
outcome_binary,anger_mean,48,0.0061,0.9671,-0.0436,0.7683,0.0061,dealerships
outcome_binary,surprise_late_minus_early,48,0.0056,0.97,-0.0166,0.9111,0.0056,dealerships
outcome_binary,embarrassment_last,405,-0.6654,0.0,-0.6989,0.0,0.6654,a2a
outcome_binary,disgust_late_mean,405,-0.6412,0.0,-0.7279,0.0,0.6412,a2a
outcome_binary,embarrassment_mean,405,-0.6383,0.0,-0.6712,0.0,0.6383,a2a
outcome_binary,embarrassment_delta,405,-0.637,0.0,-0.665,0.0,0.637,a2a
outcome_binary,disgust_last,405,-0.6206,0.0,-0.7487,0.0,0.6206,a2a
outcome_binary,annoyance_mean,405,-0.6174,0.0,-0.6948,0.0,0.6174,a2a
outcome_binary,annoyance_last,405,-0.6167,0.0,-0.7391,0.0,0.6167,a2a
outcome_binary,annoyance_delta,405,-0.6132,0.0,-0.7244,0.0,0.6132,a2a
outcome_binary,annoyance_late_mean,405,-0.6131,0.0,-0.7102,0.0,0.6131,a2a
outcome_binary,disgust_delta,405,-0.6072,0.0,-0.6886,0.0,0.6072,a2a
outcome_binary,disgust_late_minus_early,405,-0.5982,0.0,-0.6549,0.0,0.5982,a2a
outcome_binary,disgust_mean,405,-0.5873,0.0,-0.6726,0.0,0.5873,a2a
outcome_binary,embarrassment_late_mean,405,-0.583,0.0,-0.7051,0.0,0.583,a2a
outcome_binary,annoyance_late_minus_early,405,-0.5777,0.0,-0.581,0.0,0.5777,a2a
outcome_binary,realization_last,405,-0.5609,0.0,-0.6142,0.0,0.5609,a2a
outcome_binary,anger_late_mean,405,-0.56,0.0,-0.5675,0.0,0.56,a2a
outcome_binary,disapproval_late_mean,405,-0.5293,0.0,-0.6147,0.0,0.5293,a2a
outcome_binary,annoyance_std,405,-0.5275,0.0,-0.6378,0.0,0.5275,a2a
outcome_binary,realization_delta,405,-0.5253,0.0,-0.5747,0.0,0.5253,a2a
outcome_binary,embarrassment_late_minus_early,405,-0.5229,0.0,-0.5949,0.0,0.5229,a2a
outcome_binary,disapproval_late_minus_early,405,-0.5138,0.0,-0.5559,0.0,0.5138,a2a
outcome_binary,annoyance_max,405,-0.5126,0.0,-0.6411,0.0,0.5126,a2a
outcome_binary,anger_mean,405,-0.5034,0.0,-0.519,0.0,0.5034,a2a
outcome_binary,disapproval_mean,405,-0.5015,0.0,-0.6435,0.0,0.5015,a2a
outcome_binary,disapproval_delta,405,-0.4997,0.0,-0.6662,0.0,0.4997,a2a
outcome_binary,anger_last,405,-0.4996,0.0,-0.5301,0.0,0.4996,a2a
outcome_binary,disapproval_last,405,-0.4992,0.0,-0.6539,0.0,0.4992,a2a
outcome_binary,realization_late_mean,405,-0.4822,0.0,-0.5405,0.0,0.4822,a2a
outcome_binary,disapproval_std,405,-0.4613,0.0,-0.6324,0.0,0.4613,a2a
outcome_binary,disapproval_max,405,-0.4562,0.0,-0.6278,0.0,0.4562,a2a
outcome_binary,disappointment_mean,405,-0.4522,0.0,-0.6635,0.0,0.4522,a2a
outcome_binary,realization_mean,405,-0.4473,0.0,-0.5375,0.0,0.4473,a2a
outcome_binary,sadness_min,405,-0.4472,0.0,-0.4289,0.0,0.4472,a2a
outcome_binary,disgust_min,405,-0.4395,0.0,-0.4148,0.0,0.4395,a2a
outcome_binary,embarrassment_min,405,-0.4331,0.0,-0.4255,0.0,0.4331,a2a
outcome_binary,embarrassment_max,405,-0.4283,0.0,-0.5706,0.0,0.4283,a2a
outcome_binary,embarrassment_std,405,-0.4281,0.0,-0.5404,0.0,0.4281,a2a
outcome_binary,grief_late_mean,405,-0.4276,0.0,-0.645,0.0,0.4276,a2a
outcome_binary,anger_late_minus_early,405,-0.4236,0.0,-0.4141,0.0,0.4236,a2a
outcome_binary,anger_delta,405,-0.4222,0.0,-0.4007,0.0,0.4222,a2a
outcome_binary,realization_late_minus_early,405,-0.4187,0.0,-0.4609,0.0,0.4187,a2a
outcome_binary,approval_late_mean,405,0.4178,0.0,0.4389,0.0,0.4178,a2a
outcome_binary,grief_mean,405,-0.4053,0.0,-0.5108,0.0,0.4053,a2a
outcome_binary,disgust_max,405,-0.4046,0.0,-0.575,0.0,0.4046,a2a
outcome_binary,disappointment_late_mean,405,-0.3975,0.0,-0.7002,0.0,0.3975,a2a
outcome_binary,grief_late_minus_early,405,-0.3974,0.0,-0.5002,0.0,0.3974,a2a
outcome_binary,disappointment_last,405,-0.3946,0.0,-0.7367,0.0,0.3946,a2a
outcome_binary,disappointment_delta,405,-0.3943,0.0,-0.7312,0.0,0.3943,a2a
outcome_binary,disappointment_std,405,-0.3897,0.0,-0.6428,0.0,0.3897,a2a
outcome_binary,approval_mean,405,0.3896,0.0,0.3898,0.0,0.3896,a2a
outcome_binary,approval_last,405,0.3842,0.0,0.4641,0.0,0.3842,a2a
outcome_binary,disappointment_min,405,-0.3807,0.0,-0.3154,0.0,0.3807,a2a
outcome_binary,disappointment_max,405,-0.379,0.0,-0.6377,0.0,0.379,a2a
outcome_binary,annoyance_min,405,-0.3786,0.0,-0.3734,0.0,0.3786,a2a
outcome_binary,approval_late_minus_early,405,0.374,0.0,0.3876,0.0,0.374,a2a
outcome_binary,amusement_delta,405,0.3729,0.0,0.4069,0.0,0.3729,a2a
outcome_binary,realization_std,405,-0.3668,0.0,-0.5368,0.0,0.3668,a2a
outcome_binary,joy_late_mean,405,0.3655,0.0,0.6074,0.0,0.3655,a2a
outcome_binary,excitement_late_mean,405,0.3643,0.0,0.6698,0.0,0.3643,a2a
outcome_binary,disappointment_late_minus_early,405,-0.3635,0.0,-0.6156,0.0,0.3635,a2a
outcome_binary,approval_delta,405,0.3613,0.0,0.4363,0.0,0.3613,a2a
outcome_binary,remorse_min,405,-0.3574,0.0,-0.3588,0.0,0.3574,a2a
outcome_binary,disgust_std,405,-0.3566,0.0,-0.4893,0.0,0.3566,a2a
outcome_binary,amusement_last,405,0.3454,0.0,0.4359,0.0,0.3454,a2a
outcome_binary,sadness_late_mean,405,-0.3408,0.0,-0.6987,0.0,0.3408,a2a
outcome_binary,realization_max,405,-0.337,0.0,-0.5165,0.0,0.337,a2a
outcome_binary,sadness_late_minus_early,405,-0.336,0.0,-0.6285,0.0,0.336,a2a
outcome_binary,sadness_mean,405,-0.335,0.0,-0.6384,0.0,0.335,a2a
outcome_binary,joy_delta,405,0.3293,0.0,0.5784,0.0,0.3293,a2a
outcome_binary,anger_min,405,-0.3283,0.0,-0.3042,0.0,0.3283,a2a
outcome_binary,joy_last,405,0.3238,0.0,0.6099,0.0,0.3238,a2a
outcome_binary,amusement_late_mean,405,0.3235,0.0,0.4375,0.0,0.3235,a2a
outcome_binary,joy_mean,405,0.3233,0.0,0.3695,0.0,0.3233,a2a
outcome_binary,embarrassment_early_mean,405,-0.3184,0.0,-0.2509,0.0,0.3184,a2a
outcome_binary,gratitude_late_mean,405,-0.3164,0.0,-0.3431,0.0,0.3164,a2a
outcome_binary,grief_last,405,-0.3099,0.0,-0.6486,0.0,0.3099,a2a
outcome_binary,excitement_last,405,0.3072,0.0,0.632,0.0,0.3072,a2a
outcome_binary,curiosity_late_mean,405,0.3057,0.0,0.3743,0.0,0.3057,a2a
outcome_binary,grief_min,405,-0.3031,0.0,-0.2681,0.0,0.3031,a2a
outcome_binary,grief_delta,405,-0.2992,0.0,-0.4578,0.0,0.2992,a2a
outcome_binary,anger_max,405,-0.2973,0.0,-0.3361,0.0,0.2973,a2a
outcome_binary,curiosity_last,405,0.2966,0.0,0.3532,0.0,0.2966,a2a
outcome_binary,grief_std,405,-0.2937,0.0,-0.4043,0.0,0.2937,a2a
outcome_binary,joy_std,405,0.2932,0.0,0.3146,0.0,0.2932,a2a
outcome_binary,sadness_std,405,-0.292,0.0,-0.5582,0.0,0.292,a2a
outcome_binary,approval_max,405,0.2917,0.0,0.2952,0.0,0.2917,a2a
outcome_binary,approval_std,405,0.2913,0.0,0.3022,0.0,0.2913,a2a
outcome_binary,joy_max,405,0.2912,0.0,0.3156,0.0,0.2912,a2a
outcome_binary,embarrassment_buyer_minus_seller_mean,399,-0.291,0.0,-0.2584,0.0,0.291,a2a
outcome_binary,gratitude_last,405,-0.2899,0.0,-0.2844,0.0,0.2899,a2a
outcome_binary,amusement_late_minus_early,405,0.2891,0.0,0.3136,0.0,0.2891,a2a
outcome_binary,grief_max,405,-0.2868,0.0,-0.4414,0.0,0.2868,a2a
outcome_binary,sadness_max,405,-0.2832,0.0,-0.5779,0.0,0.2832,a2a
outcome_binary,sadness_last,405,-0.2729,0.0,-0.6997,0.0,0.2729,a2a
outcome_binary,sadness_delta,405,-0.2724,0.0,-0.6532,0.0,0.2724,a2a
outcome_binary,curiosity_late_minus_early,405,0.2641,0.0,0.3044,0.0,0.2641,a2a
outcome_binary,joy_min,405,0.2449,0.0,0.2644,0.0,0.2449,a2a
outcome_binary,anger_std,405,-0.2417,0.0,-0.1905,0.0001,0.2417,a2a
outcome_binary,nervousness_late_mean,405,-0.2412,0.0,-0.2279,0.0,0.2412,a2a
outcome_binary,love_min,405,0.2401,0.0,0.3382,0.0,0.2401,a2a
outcome_binary,nervousness_last,405,-0.2394,0.0,-0.164,0.0009,0.2394,a2a
outcome_binary,admiration_mean,405,0.2388,0.0,0.209,0.0,0.2388,a2a
outcome_binary,excitement_mean,405,0.2342,0.0,0.3277,0.0,0.2342,a2a
outcome_binary,sadness_early_mean,405,-0.2312,0.0,-0.2432,0.0,0.2312,a2a
outcome_binary,nervousness_delta,405,-0.229,0.0,-0.0686,0.1681,0.229,a2a
outcome_binary,nervousness_late_minus_early,405,-0.2255,0.0,-0.1579,0.0014,0.2255,a2a
outcome_binary,excitement_delta,405,0.2251,0.0,0.2335,0.0,0.2251,a2a
outcome_binary,gratitude_mean,405,-0.2249,0.0,-0.2219,0.0,0.2249,a2a
outcome_binary,fear_last,405,-0.2246,0.0,-0.3105,0.0,0.2246,a2a
outcome_binary,fear_delta,405,-0.2233,0.0,-0.1015,0.0411,0.2233,a2a
outcome_binary,disgust_early_mean,405,-0.2209,0.0,-0.1977,0.0001,0.2209,a2a
outcome_binary,fear_min,405,-0.2199,0.0,-0.2272,0.0,0.2199,a2a
outcome_binary,joy_late_minus_early,405,0.2149,0.0,0.2422,0.0,0.2149,a2a
outcome_binary,disappointment_buyer_minus_seller_mean,399,-0.2146,0.0,-0.2734,0.0,0.2146,a2a
outcome_binary,realization_buyer_minus_seller_mean,399,-0.214,0.0,-0.2829,0.0,0.214,a2a
outcome_binary,fear_late_mean,405,-0.2134,0.0,-0.2993,0.0,0.2134,a2a
outcome_binary,annoyance_early_mean,405,-0.2118,0.0,-0.1513,0.0023,0.2118,a2a
outcome_binary,remorse_early_mean,405,-0.2086,0.0,-0.1597,0.0013,0.2086,a2a
outcome_binary,realization_early_mean,405,-0.207,0.0,-0.1509,0.0023,0.207,a2a
outcome_binary,fear_late_minus_early,405,-0.2053,0.0,-0.1376,0.0055,0.2053,a2a
outcome_binary,grief_early_mean,405,-0.2046,0.0,-0.1597,0.0013,0.2046,a2a
outcome_binary,admiration_max,405,0.2019,0.0,0.1922,0.0001,0.2019,a2a
outcome_binary,embarrassment_first,405,-0.1966,0.0001,-0.1931,0.0001,0.1966,a2a
outcome_binary,admiration_late_mean,405,0.196,0.0001,0.1949,0.0001,0.196,a2a
outcome_binary,approval_min,405,0.1951,0.0001,0.1902,0.0001,0.1951,a2a
outcome_binary,anger_early_mean,405,-0.1944,0.0001,-0.1662,0.0008,0.1944,a2a
outcome_binary,curiosity_mean,405,0.1929,0.0001,0.1857,0.0002,0.1929,a2a
outcome_binary,disapproval_min,405,-0.1909,0.0001,-0.21,0.0,0.1909,a2a
outcome_binary,gratitude_late_minus_early,405,-0.1906,0.0001,-0.2066,0.0,0.1906,a2a
outcome_binary,approval_first,405,0.1899,0.0001,0.1762,0.0004,0.1899,a2a
outcome_binary,nervousness_mean,405,-0.1887,0.0001,-0.2809,0.0,0.1887,a2a
outcome_binary,curiosity_delta,405,0.1876,0.0001,0.1552,0.0017,0.1876,a2a
outcome_binary,curiosity_buyer_minus_seller_mean,399,0.1807,0.0003,0.1647,0.001,0.1807,a2a
outcome_binary,grief_first,405,-0.1785,0.0003,-0.1774,0.0003,0.1785,a2a
outcome_binary,caring_late_mean,405,-0.1777,0.0003,-0.0144,0.7724,0.1777,a2a
outcome_binary,disgust_buyer_minus_seller_mean,399,-0.1753,0.0004,-0.1373,0.006,0.1753,a2a
outcome_binary,caring_late_minus_early,405,-0.1741,0.0004,-0.072,0.1481,0.1741,a2a
outcome_binary,caring_max,405,-0.1739,0.0004,-0.0659,0.1854,0.1739,a2a
outcome_binary,caring_std,405,-0.1709,0.0006,-0.0892,0.073,0.1709,a2a
outcome_binary,admiration_std,405,0.1701,0.0006,0.1366,0.0059,0.1701,a2a
outcome_binary,nervousness_max,405,-0.1699,0.0006,-0.3414,0.0,0.1699,a2a
outcome_binary,confusion_std,405,-0.1688,0.0006,-0.1447,0.0035,0.1688,a2a
outcome_binary,nervousness_std,405,-0.167,0.0007,-0.3066,0.0,0.167,a2a
outcome_binary,annoyance_buyer_minus_seller_mean,399,-0.1662,0.0009,-0.1577,0.0016,0.1662,a2a
outcome_binary,pride_mean,405,0.1642,0.0009,0.1656,0.0008,0.1642,a2a
outcome_binary,gratitude_first,405,-0.1628,0.001,-0.1715,0.0005,0.1628,a2a
outcome_binary,confusion_max,405,-0.1616,0.0011,-0.1311,0.0083,0.1616,a2a
outcome_binary,pride_std,405,0.1601,0.0012,0.1301,0.0088,0.1601,a2a
outcome_binary,relief_first,405,-0.1573,0.0015,-0.1318,0.0079,0.1573,a2a
outcome_binary,disappointment_early_mean,405,-0.1566,0.0016,-0.2306,0.0,0.1566,a2a
outcome_binary,disapproval_early_mean,405,-0.1553,0.0017,-0.1137,0.0221,0.1553,a2a
outcome_binary,pride_max,405,0.155,0.0018,0.1269,0.0106,0.155,a2a
outcome_binary,fear_mean,405,-0.1525,0.0021,-0.308,0.0,0.1525,a2a
outcome_binary,admiration_late_minus_early,405,0.1522,0.0021,0.1831,0.0002,0.1522,a2a
outcome_binary,fear_max,405,-0.1521,0.0021,-0.3044,0.0,0.1521,a2a
outcome_binary,gratitude_delta,405,-0.1512,0.0023,-0.2477,0.0,0.1512,a2a
outcome_binary,gratitude_std,405,-0.1511,0.0023,-0.1731,0.0005,0.1511,a2a
outcome_binary,fear_std,405,-0.1496,0.0025,-0.2584,0.0,0.1496,a2a
outcome_binary,admiration_last,405,0.1481,0.0028,0.158,0.0014,0.1481,a2a
outcome_binary,realization_first,405,-0.1467,0.0031,-0.1156,0.02,0.1467,a2a
outcome_binary,gratitude_max,405,-0.1454,0.0034,-0.1981,0.0001,0.1454,a2a
outcome_binary,confusion_early_mean,405,-0.1444,0.0036,-0.1363,0.006,0.1444,a2a
outcome_binary,excitement_min,405,0.144,0.0037,0.5472,0.0,0.144,a2a
outcome_binary,remorse_first,405,-0.1434,0.0038,-0.1721,0.0005,0.1434,a2a
outcome_binary,amusement_mean,405,0.1407,0.0046,0.1596,0.0013,0.1407,a2a
outcome_binary,caring_min,405,0.1405,0.0046,0.187,0.0002,0.1405,a2a
outcome_binary,surprise_late_minus_early,405,0.1378,0.0055,0.0946,0.0573,0.1378,a2a
outcome_binary,excitement_early_mean,405,0.1375,0.0056,0.1864,0.0002,0.1375,a2a
outcome_binary,surprise_first,405,-0.137,0.0057,-0.1106,0.026,0.137,a2a
outcome_binary,surprise_delta,405,0.1355,0.0063,0.1214,0.0145,0.1355,a2a
outcome_binary,sadness_first,405,-0.1337,0.0071,-0.1345,0.0067,0.1337,a2a
outcome_binary,caring_mean,405,-0.1323,0.0077,-0.0372,0.4554,0.1323,a2a
outcome_binary,gratitude_buyer_minus_seller_mean,399,-0.1314,0.0086,-0.1312,0.0087,0.1314,a2a
outcome_binary,gratitude_early_mean,405,-0.1311,0.0082,-0.1125,0.0236,0.1311,a2a
outcome_binary,surprise_early_mean,405,-0.1301,0.0087,-0.0819,0.0999,0.1301,a2a
outcome_binary,excitement_max,405,0.1299,0.0089,0.1703,0.0006,0.1299,a2a
outcome_binary,surprise_max,405,-0.1298,0.0089,-0.096,0.0536,0.1298,a2a
outcome_binary,approval_early_mean,405,0.1294,0.0091,0.1472,0.003,0.1294,a2a
outcome_binary,fear_buyer_minus_seller_mean,399,-0.1282,0.0103,-0.0369,0.4621,0.1282,a2a
outcome_binary,joy_first,405,-0.124,0.0125,-0.0882,0.0762,0.124,a2a
outcome_binary,joy_early_mean,405,0.1204,0.0153,0.1486,0.0027,0.1204,a2a
outcome_binary,nervousness_first,405,-0.1203,0.0154,-0.1328,0.0075,0.1203,a2a
outcome_binary,surprise_std,405,-0.1195,0.0161,-0.083,0.0953,0.1195,a2a
outcome_binary,fear_first,405,-0.1186,0.0169,-0.1473,0.003,0.1186,a2a
outcome_binary,fear_early_mean,405,-0.1161,0.0194,-0.0856,0.0853,0.1161,a2a
outcome_binary,desire_buyer_minus_seller_mean,399,0.1151,0.0215,0.1413,0.0047,0.1151,a2a
outcome_binary,pride_delta,405,0.1139,0.0219,0.0468,0.3475,0.1139,a2a
outcome_binary,amusement_buyer_minus_seller_mean,399,0.1096,0.0287,0.1114,0.0261,0.1096,a2a
outcome_binary,excitement_std,405,0.1095,0.0275,0.1555,0.0017,0.1095,a2a
outcome_binary,surprise_mean,405,-0.1092,0.028,-0.0427,0.391,0.1092,a2a
outcome_binary,disappointment_first,405,-0.1084,0.0292,-0.1268,0.0107,0.1084,a2a
outcome_binary,relief_min,405,-0.1082,0.0295,-0.0731,0.1422,0.1082,a2a
outcome_binary,nervousness_buyer_minus_seller_mean,399,-0.1079,0.0312,-0.0196,0.6959,0.1079,a2a
outcome_binary,confusion_mean,405,-0.1075,0.0305,-0.0422,0.3968,0.1075,a2a
outcome_binary,confusion_delta,405,0.105,0.0347,0.1519,0.0022,0.105,a2a
outcome_binary,amusement_first,405,-0.1046,0.0353,-0.1163,0.0192,0.1046,a2a
outcome_binary,admiration_buyer_minus_seller_mean,399,0.1036,0.0387,0.0982,0.0499,0.1036,a2a
outcome_binary,confusion_late_minus_early,405,0.1035,0.0374,0.2091,0.0,0.1035,a2a
outcome_binary,relief_std,405,0.1029,0.0385,0.0497,0.3179,0.1029,a2a
outcome_binary,optimism_first,405,-0.1026,0.039,-0.0961,0.0533,0.1026,a2a
outcome_binary,excitement_late_minus_early,405,0.1022,0.0399,0.0834,0.0938,0.1022,a2a
outcome_binary,nervousness_min,405,-0.1019,0.0405,-0.0672,0.1768,0.1019,a2a
outcome_binary,curiosity_first,405,0.1016,0.0409,0.097,0.051,0.1016,a2a
outcome_binary,pride_late_mean,405,0.1014,0.0413,0.0647,0.1936,0.1014,a2a
outcome_binary,pride_last,405,0.0991,0.0463,-0.0147,0.7681,0.0991,a2a
outcome_binary,nervousness_early_mean,405,-0.0981,0.0484,-0.0155,0.7551,0.0981,a2a
outcome_binary,confusion_buyer_minus_seller_mean,399,0.0955,0.0565,0.1045,0.0369,0.0955,a2a
outcome_binary,admiration_min,405,0.095,0.056,0.1815,0.0002,0.095,a2a
outcome_binary,anger_first,405,-0.094,0.0587,-0.101,0.0422,0.094,a2a
outcome_binary,relief_delta,405,0.0938,0.0593,-0.0144,0.773,0.0938,a2a
outcome_binary,amusement_max,405,0.0932,0.0611,0.0394,0.4288,0.0932,a2a
outcome_binary,pride_first,405,-0.0925,0.063,-0.1014,0.0415,0.0925,a2a
outcome_binary,optimism_min,405,0.0913,0.0663,0.128,0.0099,0.0913,a2a
outcome_binary,admiration_delta,405,0.0911,0.067,0.1037,0.037,0.0911,a2a
outcome_binary,remorse_last,405,-0.0911,0.0671,-0.7478,0.0,0.0911,a2a
outcome_binary,surprise_min,405,-0.0908,0.0679,-0.0746,0.134,0.0908,a2a
outcome_binary,excitement_buyer_minus_seller_mean,399,0.0907,0.0702,0.1209,0.0157,0.0907,a2a
outcome_binary,remorse_mean,405,-0.0905,0.0687,-0.5189,0.0,0.0905,a2a
outcome_binary,remorse_buyer_minus_seller_mean,399,-0.0889,0.076,-0.2708,0.0,0.0889,a2a
outcome_binary,grief_buyer_minus_seller_mean,399,-0.0868,0.0835,-0.1429,0.0042,0.0868,a2a
outcome_binary,confusion_last,405,0.0862,0.083,-0.1187,0.0169,0.0862,a2a
outcome_binary,desire_mean,405,0.0827,0.0966,0.1463,0.0032,0.0827,a2a
outcome_binary,disgust_first,405,-0.0822,0.0985,-0.0619,0.2137,0.0822,a2a
outcome_binary,confusion_min,405,-0.0807,0.1048,-0.2384,0.0,0.0807,a2a
outcome_binary,anger_buyer_minus_seller_mean,399,0.0791,0.1144,0.0319,0.5246,0.0791,a2a
outcome_binary,remorse_delta,405,-0.0781,0.1167,-0.601,0.0,0.0781,a2a
outcome_binary,disapproval_buyer_minus_seller_mean,399,-0.0776,0.1216,-0.1822,0.0003,0.0776,a2a
outcome_binary,sadness_buyer_minus_seller_mean,399,-0.0768,0.1258,-0.243,0.0,0.0768,a2a
outcome_binary,optimism_last,405,-0.0741,0.1363,-0.1054,0.0339,0.0741,a2a
outcome_binary,relief_max,405,0.0736,0.1392,0.0425,0.3937,0.0736,a2a
outcome_binary,joy_buyer_minus_seller_mean,399,0.0695,0.1661,0.0714,0.1547,0.0695,a2a
outcome_binary,surprise_late_mean,405,0.0691,0.1654,0.0848,0.0882,0.0691,a2a
outcome_binary,amusement_std,405,0.0684,0.1698,0.0214,0.6678,0.0684,a2a
outcome_binary,confusion_first,405,-0.0684,0.1695,-0.0717,0.15,0.0684,a2a
outcome_binary,excitement_first,405,0.0675,0.1753,0.1122,0.0239,0.0675,a2a
outcome_binary,relief_buyer_minus_seller_mean,399,-0.0657,0.1901,-0.0576,0.2512,0.0657,a2a
outcome_binary,optimism_delta,405,0.0647,0.1936,-0.0132,0.7917,0.0647,a2a
outcome_binary,caring_last,405,-0.0625,0.2092,-0.0049,0.9218,0.0625,a2a
outcome_binary,pride_early_mean,405,0.0613,0.2186,0.0779,0.1174,0.0613,a2a
outcome_binary,admiration_first,405,0.0604,0.2252,0.0508,0.3077,0.0604,a2a
outcome_binary,surprise_buyer_minus_seller_mean,399,-0.06,0.2321,0.0281,0.5752,0.06,a2a
outcome_binary,amusement_min,405,0.0583,0.2414,0.1941,0.0001,0.0583,a2a
outcome_binary,curiosity_max,405,0.0544,0.275,0.026,0.6013,0.0544,a2a
outcome_binary,remorse_late_mean,405,-0.0531,0.286,-0.7009,0.0,0.0531,a2a
outcome_binary,desire_first,405,-0.0522,0.2947,-0.0233,0.6396,0.0522,a2a
outcome_binary,caring_first,405,-0.0493,0.322,-0.0902,0.0698,0.0493,a2a
outcome_binary,optimism_std,405,0.0464,0.3512,0.0512,0.3038,0.0464,a2a
outcome_binary,pride_late_minus_early,405,0.0464,0.3514,0.0331,0.5062,0.0464,a2a
outcome_binary,desire_last,405,-0.0455,0.3609,0.1115,0.0248,0.0455,a2a
outcome_binary,desire_min,405,0.0438,0.3788,0.1929,0.0001,0.0438,a2a
outcome_binary,love_mean,405,0.041,0.4103,0.1654,0.0008,0.041,a2a
outcome_binary,gratitude_min,405,-0.04,0.4216,-0.0192,0.7004,0.04,a2a
outcome_binary,desire_std,405,0.0381,0.4441,0.082,0.0992,0.0381,a2a
outcome_binary,optimism_max,405,0.0373,0.4544,0.0379,0.4468,0.0373,a2a
outcome_binary,confusion_late_mean,405,0.0371,0.4563,0.1306,0.0085,0.0371,a2a
outcome_binary,optimism_mean,405,0.0368,0.4604,0.0614,0.2179,0.0368,a2a
outcome_binary,relief_late_mean,405,0.0368,0.4604,-0.1439,0.0037,0.0368,a2a
outcome_binary,love_last,405,-0.0363,0.4666,0.2441,0.0,0.0363,a2a
outcome_binary,disapproval_first,405,0.0357,0.4739,0.0391,0.4321,0.0357,a2a
outcome_binary,curiosity_std,405,0.0341,0.4938,0.0249,0.6174,0.0341,a2a
outcome_binary,pride_buyer_minus_seller_mean,399,-0.0338,0.5005,0.0016,0.9744,0.0338,a2a
outcome_binary,remorse_late_minus_early,405,-0.0333,0.5042,-0.5694,0.0,0.0333,a2a
outcome_binary,love_delta,405,-0.0324,0.5151,0.0487,0.3282,0.0324,a2a
outcome_binary,desire_max,405,0.0322,0.5176,0.0734,0.1402,0.0322,a2a
outcome_binary,approval_buyer_minus_seller_mean,399,-0.0303,0.5465,-0.0438,0.3827,0.0303,a2a
outcome_binary,love_late_mean,405,0.0299,0.5482,0.3197,0.0,0.0299,a2a
outcome_binary,curiosity_min,405,0.0295,0.5539,0.3297,0.0,0.0295,a2a
outcome_binary,relief_last,405,0.0271,0.5862,-0.1932,0.0001,0.0271,a2a
outcome_binary,admiration_early_mean,405,0.0264,0.5964,0.0189,0.7049,0.0264,a2a
outcome_binary,optimism_late_minus_early,405,0.0262,0.5997,0.0062,0.9011,0.0262,a2a
outcome_binary,love_first,405,0.0261,0.6002,0.0806,0.1052,0.0261,a2a
outcome_binary,realization_min,405,0.025,0.6161,0.0285,0.5669,0.025,a2a
outcome_binary,amusement_early_mean,405,-0.0231,0.6434,-0.0047,0.9246,0.0231,a2a
outcome_binary,optimism_early_mean,405,-0.0231,0.6431,0.0212,0.6703,0.0231,a2a
outcome_binary,caring_delta,405,-0.0227,0.6484,0.053,0.2869,0.0227,a2a
outcome_binary,desire_delta,405,0.0207,0.6783,0.0051,0.919,0.0207,a2a
outcome_binary,remorse_max,405,0.0202,0.6849,-0.4701,0.0,0.0202,a2a
outcome_binary,annoyance_first,405,-0.0201,0.6872,-0.0388,0.4357,0.0201,a2a
outcome_binary,curiosity_early_mean,405,-0.0201,0.6868,-0.0357,0.4735,0.0201,a2a
outcome_binary,love_early_mean,405,0.0187,0.7074,0.0726,0.1449,0.0187,a2a
outcome_binary,relief_late_minus_early,405,0.0187,0.7079,-0.0377,0.4497,0.0187,a2a
outcome_binary,relief_early_mean,405,0.018,0.7174,0.0214,0.6672,0.018,a2a
outcome_binary,pride_min,405,0.016,0.748,0.017,0.7335,0.016,a2a
outcome_binary,remorse_std,405,0.0157,0.7521,-0.4662,0.0,0.0157,a2a
outcome_binary,optimism_late_mean,405,0.0143,0.7738,0.0354,0.4772,0.0143,a2a
outcome_binary,optimism_buyer_minus_seller_mean,399,-0.0138,0.7839,0.0162,0.7467,0.0138,a2a
outcome_binary,caring_early_mean,405,0.0134,0.788,0.0163,0.7433,0.0134,a2a
outcome_binary,love_max,405,-0.0113,0.8203,0.0268,0.5901,0.0113,a2a
outcome_binary,surprise_last,405,0.0103,0.8364,-0.0959,0.0539,0.0103,a2a
outcome_binary,desire_late_minus_early,405,0.0097,0.8455,0.0172,0.7302,0.0097,a2a
outcome_binary,relief_mean,405,-0.0077,0.8768,-0.0579,0.2451,0.0077,a2a
outcome_binary,desire_late_mean,405,0.0069,0.8891,0.2022,0.0,0.0069,a2a
outcome_binary,desire_early_mean,405,-0.0059,0.9059,0.0628,0.2071,0.0059,a2a
outcome_binary,love_buyer_minus_seller_mean,399,0.0051,0.9188,0.0874,0.0813,0.0051,a2a
outcome_binary,love_late_minus_early,405,-0.0037,0.9409,0.0803,0.1067,0.0037,a2a
outcome_binary,caring_buyer_minus_seller_mean,399,0.0024,0.9616,-0.0071,0.8879,0.0024,a2a
outcome_binary,love_std,405,-0.0002,0.9963,0.0007,0.9882,0.0002,a2a
