global_row_id,dataset_name,source_file,conversation_id,turn_index,speaker_id,role,start_time,end_time,duration_min,text,outcome,admiration,amusement,anger,annoyance,approval,caring,confusion,curiosity,desire,disappointment,disapproval,disgust,embarrassment,excitement,fear,gratitude,grief,joy,love,nervousness,optimism,pride,realization,relief,remorse,sadness,surprise
dealerships_nego__17,dealerships_nego,dealerships-nego.csv,2026_10,0,1,seller,0.0,1.2399978,,"My name's Frank, by the way.",sale,0.4067790263,0.00233968785,0.000937816125,0.00308737405,0.07864007,0.0037165532999999997,0.0015714506,0.001179005165,0.0011430788500000001,0.00124981733,0.00211015655,0.00093716094,0.0005961513599999999,0.018263843350000003,0.0008643392000000001,0.04613299225,0.00044494525,0.07383525035,0.006868812649999999,0.000363859085,0.0039636275,0.00639845265,0.01956902115,0.003990256935,0.00051192015,0.00123617573,0.00125671903
dealerships_nego__18,dealerships_nego,dealerships-nego.csv,2026_10,1,0,buyer,1.2799988,3.2799988,,"Nice to meet you, Frank. My uncle's a Frank.",sale,0.27432179186666666,0.0022594458000000004,0.0013297136833333332,0.0041192395333333335,0.057046208999999994,0.002771918333333333,0.019872275733333333,0.10332347011,0.0012851148,0.0021301816199999998,0.0023833395,0.0012625871933333334,0.0009630028733333333,0.019792077233333333,0.0015369435666666667,0.03112397923333333,0.0005590818166666666,0.050022201566666674,0.0053237961,0.0006460639566666667,0.0040089121,0.004371207023333333,0.020658589433333333,0.002876093223333333,0.0004915691333333333,0.0013640738866666667,0.18095044602000002
dealerships_nego__19,dealerships_nego,dealerships-nego.csv,2026_10,2,1,seller,3.2799988,4.1199989,,"Oh, really?",sale,0.27490271966666663,0.23741674066666665,0.0021415047833333333,0.0086116,0.04233896,0.003584683033333333,0.02041793353333333,0.10356454970000001,0.0013108581333333331,0.00325156402,0.05159533696666666,0.0013228533933333335,0.0016168417399999998,0.0201302483,0.00127398285,0.03135143473333333,0.00058655567,0.07358710133333334,0.0055692675,0.0007031727133333332,0.004490249433333334,0.004366639623333333,0.013925085766666666,0.0034697203333333335,0.0006468956,0.0018835329866666664,0.18110996746666666
dealerships_nego__20,dealerships_nego,dealerships-nego.csv,2026_10,3,0,buyer,4.1199989,5.3999977,,"No, not at all, it was a joke.",sale,0.007586610666666667,0.2371259078,0.002551720533333333,0.009894631666666666,0.018082282333333335,0.0018428585,0.038848320066666664,0.20552022893333333,0.0013304918666666669,0.0042417113,0.05193851026666666,0.0018303693,0.0020887867666666664,0.0160674633,0.002109530283333333,0.0016881124666666665,0.0006698393866666668,0.025757202666666663,0.002195471,0.0010006544,0.004185874200000001,0.00040055421333333327,0.019386343666666663,0.0013160065999999998,0.0007092737333333335,0.0021077748,0.36067075950000005
dealerships_nego__21,dealerships_nego,dealerships-nego.csv,2026_10,4,1,seller,5.3999977,6.2399978,,"Oh, really?",sale,0.00597741,0.5174884872333333,0.0024867868000000002,0.0104268063,0.025297826666666665,0.002954360166666666,0.03692366473333333,0.1547120156,0.0012695457333333335,0.0039365664,0.05791535946666667,0.0015921323666666664,0.002346420466666667,0.010819834966666669,0.0015951941833333334,0.0016563144999999998,0.0006152043566666666,0.05589757466666667,0.0028350263333333328,0.0012513239,0.004833358100000001,0.00039249905,0.017652256666666668,0.0019061930999999994,0.0010139351333333334,0.0027395874,0.1822392393
dealerships_nego__22,dealerships_nego,dealerships-nego.csv,2026_10,5,0,buyer,6.2399978,7.920002,,"No, that was also a joke. You don't know Frank?",sale,0.0064080305333333335,0.28220588016666664,0.001615189176666667,0.005898870933333334,0.18682446899999997,0.005014796933333333,0.036162851399999994,0.1554893041,0.0016642059999999999,0.002544130533333333,0.008555123599999999,0.00118838722,0.0014579824,0.013178338,0.0015687318333333334,0.0016868092666666669,0.00055456865,0.03371551833333333,0.002873856666666667,0.0011920391866666665,0.006607541433333333,0.00044353843666666663,0.016174227,0.0018622444333333329,0.0006979169,0.002003358933333333,0.18209804814333333
dealerships_nego__23,dealerships_nego,dealerships-nego.csv,2026_10,6,1,seller,7.920002,8.7599983,,"All right, I got your number here.",sale,0.004395362633333334,0.5465421262666667,0.001475156676666667,0.009021663433333334,0.1934850343333333,0.005152751999999999,0.019250385533333334,0.05347787643333334,0.0014852873333333332,0.0024861497333333333,0.0097634648,0.0011503017533333333,0.0018760207,0.006649282433333333,0.0008854316866666667,0.0016414843333333335,0.00043965276666666663,0.05938250866666667,0.002619533166666667,0.0011357258866666667,0.007159466666666667,0.0005754281466666667,0.03375500033333333,0.002673525833333333,0.0007756685833333332,0.0020421626333333334,0.0028084014766666665
dealerships_nego__24,dealerships_nego,dealerships-nego.csv,2026_10,7,0,buyer,8.7599983,14.2799949,,"It was a joke. It's called joke-ception. It's when a joke's in a joke's in a joke's in a joke, and you just don't know which one's the actual joke before being serious.",sale,0.0033027573,0.26809384126666663,0.0011072727100000003,0.008265848433333334,0.19513704533333331,0.004414473966666666,0.0030376395,0.003453352433333333,0.0028906155,0.0019638022666666668,0.003309244733333333,0.0010145085866666668,0.0011553533333333334,0.005285797833333334,0.0005634710200000001,0.0014819289166666668,0.00028710531,0.02963470873333333,0.001979293,0.0005594146733333333,0.0068860196666666665,0.0005385166166666666,0.029710691333333334,0.0020053667833333333,0.00046353515,0.0012006747333333332,0.0012655013766666669
dealerships_nego__26,dealerships_nego,dealerships-nego.csv,2026_10,9,0,buyer,15.1199989,16.7599983,,I have a stand-up show if you want to see me on Netflix.,sale,0.0021102156,0.381611015,0.0017526144000000003,0.015016148133333332,0.034829106666666665,0.002118715133333333,0.0033107861000000005,0.002481723633333333,0.0024838242666666665,0.003533445866666667,0.054581750600000006,0.0013316320333333336,0.0017162316,0.0026232320999999997,0.00056062162,0.0008626665166666667,0.00031233416333333334,0.03686513573333333,0.0015714790333333332,0.0005744630699999999,0.005174323666666667,0.00043721807666666674,0.03174044433333334,0.001807217283333333,0.0006119975033333333,0.0017007029333333333,0.0012292547866666666
dealerships_nego__28,dealerships_nego,dealerships-nego.csv,2026_10,11,0,buyer,17.6799965,20.4799919,,"No, again, another joke. It's on Hulu.",sale,0.0015785219333333334,0.1170609741,0.0018195794333333334,0.012239148466666667,0.025628256233333337,0.0021986112333333327,0.0835565433,0.20760007463333333,0.00249303,0.0029480634333333335,0.0536300331,0.0010440865666666666,0.0009421580333333334,0.0020263365333333333,0.0006018382666666667,0.0008407470833333334,0.00025042009,0.01065273445,0.0015866333333333334,0.00037503433,0.003980296833333333,0.00021434466333333335,0.007878435400000005,0.0008238740166666664,0.0005424365333333333,0.0015350434999999998,0.00216288762
dealerships_nego__29,dealerships_nego,dealerships-nego.csv,2026_10,12,1,seller,20.4799919,21.4399987,,Is this your cell phone?,sale,0.0022208502,0.11503156133333332,0.0020496015333333335,0.012403126333333334,0.19341290523333332,0.0018924330999999994,0.08497532879999999,0.2074805971,0.0013856220666666667,0.0029291438,0.054074085433333335,0.0013014640666666668,0.0010732605666666669,0.0072658104666666655,0.0011087241666666667,0.0009743081,0.00031354561000000004,0.011926738183333334,0.0017571400999999997,0.0006134425433333334,0.004407467833333334,0.0004475430466666667,0.021207316066666673,0.0014196108666666664,0.00048337840666666667,0.0015563568666666667,0.003822471253333333
dealerships_nego__30,dealerships_nego,dealerships-nego.csv,2026_10,13,0,buyer,21.4399987,23.1999932,,"I mean, yes, it is my cell phone.",sale,0.0025762308333333334,0.0023093376,0.0018208228,0.0064599488666666665,0.19285291589999998,0.0037128640999999993,0.09670578280000001,0.36953771846666666,0.015248923966666668,0.0015365732666666667,0.0028807730999999997,0.0010602481,0.00052355941,0.008569483199999998,0.0012527168833333334,0.0008738376666666666,0.00029247335666666665,0.0034698388833333334,0.0033786423999999995,0.0006220982933333334,0.013217651833333335,0.0003475127666666667,0.017629823133333337,0.0008885860666666663,0.0004475083866666667,0.0010584277333333333,0.0041032326
dealerships_nego__31,dealerships_nego,dealerships-nego.csv,2026_10,14,1,seller,23.1999932,28.3199959,,"I'm going to call you back, and then I can send you a picture, too, of the out-the-door price. You want me to do it with sales tax and everything included?",sale,0.006980529733333333,0.002390959466666667,0.0016888821333333334,0.0067023852,0.4722176386666666,0.004549508366666666,0.015476120866666665,0.16480352873333334,0.015316801866666667,0.0013160889333333333,0.0038137008,0.0011858942666666667,0.00044839015333333334,0.009326224199999998,0.0012168782333333334,0.0013549999666666666,0.00029218111666666664,0.0045933108333333335,0.003991745233333333,0.0006179371,0.015121798666666667,0.0006532027900000001,0.020785763400000004,0.001566384333333333,0.0003920901933333334,0.0009612182333333334,0.0026625573166666667
dealerships_nego__32,dealerships_nego,dealerships-nego.csv,2026_10,15,0,buyer,28.3199959,29.1599922,,"Yeah, that's fine.",sale,0.007075534266666667,0.0023130164,0.0015918960333333333,0.007417033533333333,0.47731672866666663,0.007452616733333333,0.013987911766666666,0.16432516716666667,0.0159317822,0.0013026827000000001,0.003994446866666667,0.0008520670533333335,0.00028155578000000004,0.004695230866666667,0.0007488548,0.0014925339666666667,0.0002501126466666667,0.0032535759999999998,0.0033806451799999995,0.0004380428433333333,0.02634427166666667,0.0005683179566666667,0.01047505306666667,0.001562629433333333,0.00038287668333333337,0.0008273884999999999,0.0011204351033333333
dealerships_nego__33,dealerships_nego,dealerships-nego.csv,2026_10,16,1,seller,29.1599922,34.3199959,,"All right, and that's Connecticut sales tax. Yep. 20,000 down. All right, I'll get back to you in 10, 15 minutes.",sale,0.07415778613333333,0.0029172946333333332,0.0013058288000000003,0.006546575233333334,0.5360356666666667,0.005450207366666665,0.0046494421,0.0258897205,0.003991502966666667,0.0012515848666666666,0.005278712200000001,0.0011304215866666668,0.00039889120333333337,0.20043672086666667,0.0008005323833333333,0.0038026086,0.00027672833333333333,0.010534162633333335,0.004038788513333333,0.0005871885266666666,0.017776194000000002,0.0012861769566666667,0.011157580800000006,0.0021596674666666663,0.0003018272933333333,0.0008260168433333333,0.0037663456700000003
dealerships_nego__34,dealerships_nego,dealerships-nego.csv,2026_10,17,0,buyer,34.3199959,35.9999962,,"Okay, sounds good. I cannot wait.",sale,0.0713574708,0.0032102533333333333,0.0011710986000000002,0.005518767700000001,0.262782896,0.0048010785333333335,0.004631933333333333,0.0254397535,0.003835710733333333,0.0013019767333333333,0.004148642300000001,0.00106115622,0.0004912301766666667,0.1999675243,0.00069040582,0.33293680626666666,0.00032811386999999993,0.010445634700000003,0.0033054915466666657,0.0005184282366666667,0.016711833666666665,0.0011750960466666667,0.009015122366666671,0.0023552961333333333,0.0007064488733333333,0.0011075129433333333,0.003932675086666667
dealerships_nego__35,dealerships_nego,dealerships-nego.csv,2026_10,18,1,seller,35.9999962,36.8199959,,"All right, thanks, Tom.",sale,0.07230897666666668,0.0035675720333333337,0.0011753246000000001,0.004424676133333334,0.08013589633333333,0.002175668033333333,0.004833899966666667,0.024824946166666667,0.0028026081999999995,0.0014360416333333334,0.004009231966666667,0.0012635600333333334,0.0006442853833333334,0.1991309499666667,0.0006984914199999999,0.6627473468999999,0.00039075605666666666,0.010472346733333334,0.003484139066666666,0.00045224305333333337,0.005071663466666667,0.0011409731466666666,0.006083392033333339,0.002314339233333333,0.00120553441,0.00159870011,0.0042545078000000005
dealerships_nego__36,dealerships_nego,dealerships-nego.csv,2026_10,19,0,buyer,36.8199959,37.6599922,,"Thanks, Frank.",sale,0.005075216333333334,0.002314704433333333,0.0016745031000000002,0.007332284566666666,0.06851981633333333,0.001992696766666666,0.00196061889,0.0012569031333333333,0.0009669843333333333,0.0017735296666666666,0.002609762733333333,0.0014248472000000002,0.00060805975,0.0024144136333333335,0.0007131381199999999,0.6603330134500001,0.0003926298466666667,0.0031927805333333346,0.001601633866666666,0.0002599349233333333,0.003891449,0.0005250302966666667,0.008012790233333338,0.0018460200666666664,0.0011499154333333335,0.002091811233333333,0.0012920027
dealerships_nego__37,dealerships_nego,dealerships-nego.csv,2026_10,20,1,seller,37.6599922,38.4999962,,"Yep, bye.",sale,0.003970998733333334,0.0022864064333333336,0.0024720138,0.008439747433333334,0.064754101,0.001827440466666666,0.0015046652233333332,0.0012179355333333333,0.0012380490333333332,0.0028890454,0.002478769766666667,0.001994598566666667,0.0007884171333333332,0.0027822224000000006,0.0011630227666666667,0.33076995561666667,0.0005141841233333333,0.0032910156666666676,0.002039169933333333,0.0003823860133333333,0.0028448786333333336,0.00052707388,0.008035764100000004,0.001153250233333333,0.000872239,0.0030074086333333333,0.0012445126333333334
dealerships_nego__38,dealerships_nego,dealerships-nego.csv,2026_10,21,0,buyer,38.4999962,39.3199959,,Bye.,sale,0.002719529533333333,0.002155905,0.0028290098333333333,0.008292203133333334,0.06806837233333334,0.0017126719999999995,0.0012970212900000001,0.0016922789666666664,0.0014795565666666666,0.0027967868333333332,0.0018959607999999998,0.0019995555333333333,0.0006966301466666667,0.0042954584,0.0013192202333333332,0.00086596995,0.0004887523233333334,0.003601258333333335,0.0024293567333333326,0.0004205402966666667,0.0016988732333333334,0.00047140668,0.00744157676666667,0.0005953671566666664,0.0003898530133333333,0.002788693933333334,0.0009967123666666667
dealerships_nego__39,dealerships_nego,dealerships-nego.csv,2026_10,22,1,seller,39.3199959,70.2399998,,"Hi, I got your thing.",sale,0.004108571066666667,0.0023516321666666663,0.002406030766666667,0.006199623333333334,0.08939090566666667,0.002658335466666666,0.014738822033333335,0.12785864533333333,0.005910127333333333,0.0026246699,0.0022474590333333333,0.0015876828666666666,0.0006500360933333334,0.008691468400000001,0.00127399355,0.0009336241,0.00047625074333333337,0.003690623400000001,0.002309038933333333,0.00054373721,0.0231166007,0.0004308111066666667,0.009869120100000005,0.0006320003433333331,0.00045468811333333335,0.00225850395,0.003522550466666667
dealerships_nego__40,dealerships_nego,dealerships-nego.csv,2026_10,23,0,buyer,44.4200021,76.2199994,,"Oh yeah, I was just going to text you to explain it. Oh, okay, and that's the best you guys can do at the end of your crazy deal? I could see if we have a little more room.",sale,0.003726097066666667,0.0018125103333333332,0.0016544554000000003,0.005459761566666666,0.094434167,0.0034652145999999992,0.09528535306666668,0.3136173463333333,0.008053099,0.0026635394666666666,0.0046009727,0.0009303653666666666,0.0003998381933333333,0.008357967,0.0011054243166666667,0.00077846668,0.0003252231633333333,0.0026054437000000014,0.0022307081999999993,0.00060969551,0.029480058066666665,0.00024951394333333336,0.010459341666666672,0.0005100679099999997,0.0005134217966666667,0.0014247150500000005,0.0042065689
dealerships_nego__41,dealerships_nego,dealerships-nego.csv,2026_10,24,1,seller,76.2199994,84.9799996,,"There's not a lot of room on Lightning, just because they're getting discontinued. I could definitely see if there's anything else we can do. Is there something else that you're trying to get out of that?",sale,0.0036248708333333334,0.0014179657333333335,0.0016456591333333336,0.0161736181,0.10626967866666666,0.004149094866666665,0.0952450321,0.3135011593666666,0.04940963733333333,0.0100333973,0.007431877,0.0013410391,0.0005342735033333334,0.006397170266666666,0.0009866941833333333,0.0006000533033333333,0.00035744926333333336,0.0014039575000000012,0.001755803866666666,0.0007176091333333333,0.03733166233333333,0.0002951239633333334,0.01874529533333334,0.0006295452066666664,0.0006925060833333335,0.0020720661833333338,0.0040916298666666675
dealerships_nego__42,dealerships_nego,dealerships-nego.csv,2026_10,25,0,buyer,84.9799996,89.0599976,,"You know, I was trying to get, if I'm going to be honest, a pretty heftier discount than that.",sale,0.0025560490333333334,0.0010926542,0.0015632851000000004,0.015514789333333332,0.057983364,0.005103062199999999,0.0819825657,0.18777525926666663,0.04548753983333333,0.0097491823,0.006912900333333334,0.0012460399666666666,0.00046562486666666664,0.0019333843666666667,0.00080426571,0.0007756360366666667,0.0003078150733333333,0.0014161914333333345,0.0018006831999999992,0.00054971072,0.01891301466666667,0.0002941464533333334,0.013886074333333337,0.0005394141766666664,0.0006412791633333333,0.0020250836333333337,0.0014290174800000001
dealerships_nego__43,dealerships_nego,dealerships-nego.csv,2026_10,26,1,seller,89.0599976,90.5000001,,I could check right now for you real quick.,sale,0.2941974976333333,0.0013592679666666666,0.001345650646666667,0.014447569033333335,0.11976019199999999,0.004865405733333333,0.0015489184666666667,0.002472019266666667,0.043635059266666665,0.008641700866666666,0.005143422000000001,0.0011375425999999998,0.00036864519333333336,0.0035237117,0.00048052730999999997,0.004470030956666667,0.0002760544566666667,0.0028911159333333343,0.001849445066666666,0.00034770256,0.017479333,0.0011370490333333335,0.013142340333333337,0.0008159707766666664,0.00044258081333333333,0.0016255824666666669,0.0007414215133333333
