global_row_id,dataset_name,source_file,conversation_id,turn_index,speaker_id,role,start_time,end_time,duration_min,text,outcome,is_backchannel
heddaya_nego__1451,heddaya_nego,heddaya-nego.csv,535,41,0,buyer,,,14.482,Mhm,,True
heddaya_nego__1453,heddaya_nego,heddaya-nego.csv,535,43,0,buyer,,,14.482,Yeah,,True
heddaya_nego__1455,heddaya_nego,heddaya-nego.csv,535,45,0,buyer,,,14.482,Yeah,,True
heddaya_nego__1456,heddaya_nego,heddaya-nego.csv,535,46,1,seller,,,14.482,Right,,True
heddaya_nego__1458,heddaya_nego,heddaya-nego.csv,535,48,1,seller,,,14.482,Yes,,True
heddaya_nego__1473,heddaya_nego,heddaya-nego.csv,535,63,0,buyer,,,14.482,Yeah,,True
heddaya_nego__1476,heddaya_nego,heddaya-nego.csv,535,66,1,seller,,,14.482,Yeah,,True
heddaya_nego__1480,heddaya_nego,heddaya-nego.csv,535,70,1,seller,,,14.482,Yeah,,True
heddaya_nego__1482,heddaya_nego,heddaya-nego.csv,535,72,1,seller,,,14.482,Okay,,True
heddaya_nego__1485,heddaya_nego,heddaya-nego.csv,535,75,0,buyer,,,14.482,Mhm,,True
heddaya_nego__1492,heddaya_nego,heddaya-nego.csv,535,82,1,seller,,,14.482,Okay,,True
heddaya_nego__1497,heddaya_nego,heddaya-nego.csv,535,87,0,buyer,,,14.482,Yes,,True
heddaya_nego__1500,heddaya_nego,heddaya-nego.csv,535,90,1,seller,,,14.482,sure,,True
heddaya_nego__1502,heddaya_nego,heddaya-nego.csv,535,92,1,seller,,,14.482,Yeah,,True
heddaya_nego__1508,heddaya_nego,heddaya-nego.csv,535,98,1,seller,,,14.482,Yes,,True
heddaya_nego__1514,heddaya_nego,heddaya-nego.csv,535,104,1,seller,,,14.482,Yeah,,True
heddaya_nego__1525,heddaya_nego,heddaya-nego.csv,535,115,0,buyer,,,14.482,sure,,True
heddaya_nego__1527,heddaya_nego,heddaya-nego.csv,535,117,0,buyer,,,14.482,Okay,,True
heddaya_nego__1530,heddaya_nego,heddaya-nego.csv,535,120,1,seller,,,14.482,Yeah,,True
heddaya_nego__1534,heddaya_nego,heddaya-nego.csv,535,124,1,seller,,,14.482,Yes,,True
heddaya_nego__1544,heddaya_nego,heddaya-nego.csv,535,134,1,seller,,,14.482,yeah,,True
heddaya_nego__1546,heddaya_nego,heddaya-nego.csv,535,136,1,seller,,,14.482,Yeah,,True
heddaya_nego__1549,heddaya_nego,heddaya-nego.csv,535,139,0,buyer,,,14.482,Okay,,True
heddaya_nego__1550,heddaya_nego,heddaya-nego.csv,535,140,1,seller,,,14.482,Yeah,,True
heddaya_nego__1552,heddaya_nego,heddaya-nego.csv,535,142,1,seller,,,14.482,Okay,,True
heddaya_nego__1554,heddaya_nego,heddaya-nego.csv,535,144,1,seller,,,14.482,Yeah,,True
heddaya_nego__1564,heddaya_nego,heddaya-nego.csv,541,6,1,seller,,,4.092,Yeah,,True
heddaya_nego__1566,heddaya_nego,heddaya-nego.csv,541,8,1,seller,,,4.092,Yeah,,True
heddaya_nego__1568,heddaya_nego,heddaya-nego.csv,541,10,1,seller,,,4.092,Mhm,,True
heddaya_nego__1570,heddaya_nego,heddaya-nego.csv,541,12,1,seller,,,4.092,Okay,,True
heddaya_nego__1573,heddaya_nego,heddaya-nego.csv,541,15,0,buyer,,,4.092,Yeah,,True
heddaya_nego__1576,heddaya_nego,heddaya-nego.csv,541,18,1,seller,,,4.092,Mhm,,True
heddaya_nego__1582,heddaya_nego,heddaya-nego.csv,541,24,1,seller,,,4.092,Mhm,,True
heddaya_nego__1584,heddaya_nego,heddaya-nego.csv,541,26,1,seller,,,4.092,Yeah,,True
heddaya_nego__1612,heddaya_nego,heddaya-nego.csv,541,54,1,seller,,,4.092,Yeah,,True
heddaya_nego__1614,heddaya_nego,heddaya-nego.csv,541,56,1,seller,,,4.092,Yeah,,True
heddaya_nego__1623,heddaya_nego,heddaya-nego.csv,541,65,0,buyer,,,4.092,Right,,True
heddaya_nego__1627,heddaya_nego,heddaya-nego.csv,541,69,0,buyer,,,4.092,okay,,True
heddaya_nego__1629,heddaya_nego,heddaya-nego.csv,541,71,0,buyer,,,4.092,Okay,,True
heddaya_nego__1638,heddaya_nego,heddaya-nego.csv,545,2,1,seller,,,10.3,Mhm,,True
heddaya_nego__1646,heddaya_nego,heddaya-nego.csv,545,10,1,seller,,,10.3,Yeah,,True
heddaya_nego__1648,heddaya_nego,heddaya-nego.csv,545,12,1,seller,,,10.3,Sure,,True
heddaya_nego__1650,heddaya_nego,heddaya-nego.csv,545,14,1,seller,,,10.3,Mhm,,True
heddaya_nego__1656,heddaya_nego,heddaya-nego.csv,545,20,1,seller,,,10.3,Okay,,True
heddaya_nego__1658,heddaya_nego,heddaya-nego.csv,545,22,1,seller,,,10.3,Mhm,,True
heddaya_nego__1662,heddaya_nego,heddaya-nego.csv,545,26,1,seller,,,10.3,Right,,True
heddaya_nego__1666,heddaya_nego,heddaya-nego.csv,545,30,1,seller,,,10.3,hmm,,True
heddaya_nego__1668,heddaya_nego,heddaya-nego.csv,545,32,1,seller,,,10.3,Mhm,,True
heddaya_nego__1670,heddaya_nego,heddaya-nego.csv,545,34,1,seller,,,10.3,Mhm,,True
heddaya_nego__1672,heddaya_nego,heddaya-nego.csv,545,36,1,seller,,,10.3,Yeah,,True
heddaya_nego__1674,heddaya_nego,heddaya-nego.csv,545,38,1,seller,,,10.3,Okay,,True
heddaya_nego__1675,heddaya_nego,heddaya-nego.csv,545,39,0,buyer,,,10.3,Right,,True
heddaya_nego__1679,heddaya_nego,heddaya-nego.csv,545,43,0,buyer,,,10.3,Mhm,,True
heddaya_nego__1681,heddaya_nego,heddaya-nego.csv,545,45,0,buyer,,,10.3,Sure,,True
heddaya_nego__1687,heddaya_nego,heddaya-nego.csv,545,51,0,buyer,,,10.3,Yeah,,True
heddaya_nego__1690,heddaya_nego,heddaya-nego.csv,545,54,1,seller,,,10.3,Mhm,,True
heddaya_nego__1700,heddaya_nego,heddaya-nego.csv,545,64,1,seller,,,10.3,Yeah,,True
heddaya_nego__1702,heddaya_nego,heddaya-nego.csv,545,66,1,seller,,,10.3,Mhm,,True
heddaya_nego__1705,heddaya_nego,heddaya-nego.csv,545,69,0,buyer,,,10.3,Uh,,True
heddaya_nego__1709,heddaya_nego,heddaya-nego.csv,545,73,0,buyer,,,10.3,Right,,True
heddaya_nego__1714,heddaya_nego,heddaya-nego.csv,546,3,0,buyer,,,14.519,Yes,,True
heddaya_nego__1717,heddaya_nego,heddaya-nego.csv,546,6,1,seller,,,14.519,Mhm,,True
heddaya_nego__1719,heddaya_nego,heddaya-nego.csv,546,8,1,seller,,,14.519,Mhm,,True
heddaya_nego__1721,heddaya_nego,heddaya-nego.csv,546,10,1,seller,,,14.519,Yeah,,True
heddaya_nego__1724,heddaya_nego,heddaya-nego.csv,546,13,0,buyer,,,14.519,Um,,True
heddaya_nego__1726,heddaya_nego,heddaya-nego.csv,546,15,0,buyer,,,14.519,Yep,,True
heddaya_nego__1732,heddaya_nego,heddaya-nego.csv,546,21,0,buyer,,,14.519,Um,,True
heddaya_nego__1734,heddaya_nego,heddaya-nego.csv,546,23,0,buyer,,,14.519,Mhm,,True
heddaya_nego__1736,heddaya_nego,heddaya-nego.csv,546,25,0,buyer,,,14.519,Mhm,,True
heddaya_nego__1743,heddaya_nego,heddaya-nego.csv,546,32,1,seller,,,14.519,Yeah,,True
heddaya_nego__1745,heddaya_nego,heddaya-nego.csv,546,34,1,seller,,,14.519,Yeah,,True
heddaya_nego__1753,heddaya_nego,heddaya-nego.csv,546,42,1,seller,,,14.519,Yeah,,True
heddaya_nego__1758,heddaya_nego,heddaya-nego.csv,546,47,0,buyer,,,14.519,okay,,True
heddaya_nego__1760,heddaya_nego,heddaya-nego.csv,546,49,0,buyer,,,14.519,Yeah,,True
heddaya_nego__1765,heddaya_nego,heddaya-nego.csv,546,54,1,seller,,,14.519,Yeah,,True
heddaya_nego__1770,heddaya_nego,heddaya-nego.csv,546,59,0,buyer,,,14.519,Mhm,,True
heddaya_nego__1778,heddaya_nego,heddaya-nego.csv,546,67,0,buyer,,,14.519,Yeah,,True
heddaya_nego__1780,heddaya_nego,heddaya-nego.csv,546,69,0,buyer,,,14.519,Okay,,True
heddaya_nego__1785,heddaya_nego,heddaya-nego.csv,546,74,1,seller,,,14.519,Yeah,,True
heddaya_nego__1789,heddaya_nego,heddaya-nego.csv,546,78,1,seller,,,14.519,Yeah,,True
heddaya_nego__1791,heddaya_nego,heddaya-nego.csv,546,80,1,seller,,,14.519,Mhm,,True
heddaya_nego__1794,heddaya_nego,heddaya-nego.csv,546,83,0,buyer,,,14.519,Mhm,,True
heddaya_nego__1799,heddaya_nego,heddaya-nego.csv,546,88,1,seller,,,14.519,Yeah,,True
heddaya_nego__1801,heddaya_nego,heddaya-nego.csv,546,90,1,seller,,,14.519,Um,,True
heddaya_nego__1804,heddaya_nego,heddaya-nego.csv,546,93,0,buyer,,,14.519,Mhm,,True
heddaya_nego__1811,heddaya_nego,heddaya-nego.csv,546,100,1,seller,,,14.519,Yeah,,True
heddaya_nego__1817,heddaya_nego,heddaya-nego.csv,546,106,1,seller,,,14.519,Yeah,,True
heddaya_nego__1821,heddaya_nego,heddaya-nego.csv,546,110,1,seller,,,14.519,Mhm,,True
heddaya_nego__1826,heddaya_nego,heddaya-nego.csv,546,115,0,buyer,,,14.519,Mhm,,True
heddaya_nego__1830,heddaya_nego,heddaya-nego.csv,546,119,0,buyer,,,14.519,Mhm,,True
heddaya_nego__1834,heddaya_nego,heddaya-nego.csv,546,123,0,buyer,,,14.519,Yeah,,True
heddaya_nego__1839,heddaya_nego,heddaya-nego.csv,546,128,1,seller,,,14.519,Yeah,,True
heddaya_nego__1843,heddaya_nego,heddaya-nego.csv,546,132,1,seller,,,14.519,Mhm,,True
heddaya_nego__1846,heddaya_nego,heddaya-nego.csv,546,135,0,buyer,,,14.519,Yeah,,True
heddaya_nego__1850,heddaya_nego,heddaya-nego.csv,546,139,0,buyer,,,14.519,Yeah,,True
heddaya_nego__1853,heddaya_nego,heddaya-nego.csv,546,142,1,seller,,,14.519,Yeah,,True
heddaya_nego__1856,heddaya_nego,heddaya-nego.csv,546,145,0,buyer,,,14.519,Yeah,,True
heddaya_nego__1859,heddaya_nego,heddaya-nego.csv,546,148,1,seller,,,14.519,Mhm,,True
heddaya_nego__1861,heddaya_nego,heddaya-nego.csv,546,150,1,seller,,,14.519,Mhm,,True
heddaya_nego__1865,heddaya_nego,heddaya-nego.csv,546,154,1,seller,,,14.519,Yeah,,True
heddaya_nego__1873,heddaya_nego,heddaya-nego.csv,546,162,1,seller,,,14.519,Yeah,,True
heddaya_nego__1889,heddaya_nego,heddaya-nego.csv,548,13,1,seller,,,12.034,Yeah,,True
heddaya_nego__1896,heddaya_nego,heddaya-nego.csv,548,20,0,buyer,,,12.034,Uh,,True
heddaya_nego__1909,heddaya_nego,heddaya-nego.csv,548,33,1,seller,,,12.034,Yes,,True
heddaya_nego__1913,heddaya_nego,heddaya-nego.csv,548,37,1,seller,,,12.034,Okay,,True
heddaya_nego__1917,heddaya_nego,heddaya-nego.csv,548,41,1,seller,,,12.034,Yeah,,True
heddaya_nego__1920,heddaya_nego,heddaya-nego.csv,548,44,0,buyer,,,12.034,Um,,True
heddaya_nego__1930,heddaya_nego,heddaya-nego.csv,548,54,0,buyer,,,12.034,hmm,,True
heddaya_nego__1940,heddaya_nego,heddaya-nego.csv,548,64,0,buyer,,,12.034,um,,True
heddaya_nego__1942,heddaya_nego,heddaya-nego.csv,548,66,0,buyer,,,12.034,Mhm,,True
heddaya_nego__1945,heddaya_nego,heddaya-nego.csv,548,69,1,seller,,,12.034,Okay,,True
heddaya_nego__1951,heddaya_nego,heddaya-nego.csv,550,2,0,buyer,,,3.163,Yeah,,True
heddaya_nego__1958,heddaya_nego,heddaya-nego.csv,550,9,1,seller,,,3.163,Yeah,,True
heddaya_nego__1961,heddaya_nego,heddaya-nego.csv,550,12,0,buyer,,,3.163,Mhm,,True
heddaya_nego__1963,heddaya_nego,heddaya-nego.csv,550,14,0,buyer,,,3.163,Mhm,,True
heddaya_nego__1966,heddaya_nego,heddaya-nego.csv,550,17,1,seller,,,3.163,Okay,,True
heddaya_nego__1969,heddaya_nego,heddaya-nego.csv,550,20,0,buyer,,,3.163,Mhm,,True
heddaya_nego__1971,heddaya_nego,heddaya-nego.csv,550,22,0,buyer,,,3.163,Mhm,,True
heddaya_nego__1974,heddaya_nego,heddaya-nego.csv,550,25,1,seller,,,3.163,Yeah,,True
heddaya_nego__2038,heddaya_nego,heddaya-nego.csv,292,0,0,buyer,,,0.774,Yeah,,True
heddaya_nego__2175,heddaya_nego,heddaya-nego.csv,332,13,0,buyer,,,12.745,Okay,,True
heddaya_nego__2220,heddaya_nego,heddaya-nego.csv,337,21,1,seller,,,4.47,Uh,,True
heddaya_nego__2334,heddaya_nego,heddaya-nego.csv,358,10,0,buyer,,,6.085,yeah,,True
heddaya_nego__2412,heddaya_nego,heddaya-nego.csv,362,12,1,seller,,,5.149,Okay,,True
heddaya_nego__2441,heddaya_nego,heddaya-nego.csv,363,11,1,seller,,,2.289,Uh,,True
heddaya_nego__2525,heddaya_nego,heddaya-nego.csv,381,1,0,buyer,,,1.845,Yes,,True
heddaya_nego__2585,heddaya_nego,heddaya-nego.csv,387,48,0,buyer,,,12.007,yeah,,True
heddaya_nego__2624,heddaya_nego,heddaya-nego.csv,401,7,1,seller,,,2.332,Mhm,,True
heddaya_nego__2763,heddaya_nego,heddaya-nego.csv,441,3,0,buyer,,,7.689,Mhm,,True
heddaya_nego__2809,heddaya_nego,heddaya-nego.csv,444,3,1,seller,,,10.132,Uh,,True
heddaya_nego__2828,heddaya_nego,heddaya-nego.csv,444,22,0,buyer,,,10.132,Okay,,True
heddaya_nego__2936,heddaya_nego,heddaya-nego.csv,486,4,1,seller,,,7.747,Yes,,True
heddaya_nego__2993,heddaya_nego,heddaya-nego.csv,690,1,1,seller,,,13.684,Yeah,,True
heddaya_nego__2994,heddaya_nego,heddaya-nego.csv,690,2,0,buyer,,,13.684,Yeah,,True
heddaya_nego__3003,heddaya_nego,heddaya-nego.csv,690,11,1,seller,,,13.684,Mhm,,True
heddaya_nego__3006,heddaya_nego,heddaya-nego.csv,690,14,0,buyer,,,13.684,Yeah,,True
heddaya_nego__3016,heddaya_nego,heddaya-nego.csv,690,24,0,buyer,,,13.684,Right,,True
heddaya_nego__3019,heddaya_nego,heddaya-nego.csv,690,27,1,seller,,,13.684,Yeah,,True
heddaya_nego__3027,heddaya_nego,heddaya-nego.csv,690,35,1,seller,,,13.684,yeah,,True
heddaya_nego__3040,heddaya_nego,heddaya-nego.csv,690,48,0,buyer,,,13.684,Yeah,,True
heddaya_nego__3050,heddaya_nego,heddaya-nego.csv,690,58,0,buyer,,,13.684,Yeah,,True
heddaya_nego__3054,heddaya_nego,heddaya-nego.csv,690,62,0,buyer,,,13.684,Okay,,True
heddaya_nego__3055,heddaya_nego,heddaya-nego.csv,690,63,1,seller,,,13.684,Right,,True
heddaya_nego__3063,heddaya_nego,heddaya-nego.csv,690,71,1,seller,,,13.684,Mhm,,True
heddaya_nego__3066,heddaya_nego,heddaya-nego.csv,690,74,0,buyer,,,13.684,Mhm,,True
heddaya_nego__3068,heddaya_nego,heddaya-nego.csv,690,76,0,buyer,,,13.684,Mhm,,True
heddaya_nego__3080,heddaya_nego,heddaya-nego.csv,690,88,0,buyer,,,13.684,Yeah,,True
heddaya_nego__3093,heddaya_nego,heddaya-nego.csv,690,101,1,seller,,,13.684,Okay,,True
heddaya_nego__3096,heddaya_nego,heddaya-nego.csv,690,104,0,buyer,,,13.684,yeah,,True
heddaya_nego__3100,heddaya_nego,heddaya-nego.csv,690,108,0,buyer,,,13.684,Yeah,,True
heddaya_nego__3117,heddaya_nego,heddaya-nego.csv,690,125,1,seller,,,13.684,Yeah,,True
heddaya_nego__3123,heddaya_nego,heddaya-nego.csv,690,131,1,seller,,,13.684,yeah,,True
heddaya_nego__3130,heddaya_nego,heddaya-nego.csv,690,138,0,buyer,,,13.684,Mhm,,True
heddaya_nego__3132,heddaya_nego,heddaya-nego.csv,690,140,0,buyer,,,13.684,Yeah,,True
heddaya_nego__3137,heddaya_nego,heddaya-nego.csv,692,2,0,buyer,,,14.451,Okay,,True
heddaya_nego__3142,heddaya_nego,heddaya-nego.csv,692,7,1,seller,,,14.451,Mhm,,True
heddaya_nego__3144,heddaya_nego,heddaya-nego.csv,692,9,1,seller,,,14.451,Okay,,True
heddaya_nego__3145,heddaya_nego,heddaya-nego.csv,692,10,0,buyer,,,14.451,Mhm,,True
heddaya_nego__3150,heddaya_nego,heddaya-nego.csv,692,15,1,seller,,,14.451,Mhm,,True
heddaya_nego__3154,heddaya_nego,heddaya-nego.csv,692,19,1,seller,,,14.451,Mhm,,True
heddaya_nego__3157,heddaya_nego,heddaya-nego.csv,692,22,0,buyer,,,14.451,Mhm,,True
heddaya_nego__3159,heddaya_nego,heddaya-nego.csv,692,24,0,buyer,,,14.451,Mhm,,True
heddaya_nego__3165,heddaya_nego,heddaya-nego.csv,692,30,0,buyer,,,14.451,Right,,True
heddaya_nego__3170,heddaya_nego,heddaya-nego.csv,692,35,1,seller,,,14.451,Mhm,,True
heddaya_nego__3173,heddaya_nego,heddaya-nego.csv,692,38,0,buyer,,,14.451,Yeah,,True
heddaya_nego__3176,heddaya_nego,heddaya-nego.csv,692,41,1,seller,,,14.451,Mhm,,True
heddaya_nego__3178,heddaya_nego,heddaya-nego.csv,692,43,1,seller,,,14.451,Yeah,,True
heddaya_nego__3182,heddaya_nego,heddaya-nego.csv,692,47,1,seller,,,14.451,uh,,True
heddaya_nego__3186,heddaya_nego,heddaya-nego.csv,692,51,1,seller,,,14.451,Mhm,,True
heddaya_nego__3188,heddaya_nego,heddaya-nego.csv,692,53,1,seller,,,14.451,Yeah,,True
